TAG	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3
TAG3328	31899.10;351627.8	-	-	-	-	fig|31899.10.peg.2557|SAMN05216182_2327	fig|351627.8.peg.1556|Csac_1403	-	-	-	-	-	-
TAG3329	31899.10;351627.8	-	-	-	-	fig|31899.10.peg.2558|SAMN05216182_2328	fig|351627.8.peg.2804|Csac_2594	-	-	-	-	-	-
TAG3330	31899.10;351627.8	-	-	-	-	fig|31899.10.peg.2559|SAMN05216182_2329	fig|351627.8.peg.2803|Csac_2593	-	-	-	-	-	-
TAG3331	31899.1	-	-	-	-	fig|31899.10.peg.256	-	-	-	-	-	-	-
TAG3332	31899.1	-	-	-	-	fig|31899.10.peg.2561	-	-	-	-	-	-	-
TAG3333	31899.1	-	-	-	-	fig|31899.10.peg.2562	-	-	-	-	-	-	-
TAG3334	31899.1	-	-	-	-	fig|31899.10.peg.2563|SAMN05216182_2332	-	-	-	-	-	-	-
TAG3335	31899.1	-	-	-	-	fig|31899.10.peg.2564	-	-	-	-	-	-	-
TAG3336	31899.1	-	-	-	-	fig|31899.10.peg.2565	-	-	-	-	-	-	-
TAG3337	31899.1	-	-	-	-	fig|31899.10.peg.2566	-	-	-	-	-	-	-
TAG3338	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632516.3	fig|1121259.3.peg.494	fig|1214564.3.peg.1795	fig|1387555.3.peg.2098	fig|1387557.3.peg.121	fig|31899.10.peg.2568|SAMN05216182_2334	"fig|351627.8.peg.2636,fig|351627.8.peg.2828|Csac_2618"	fig|608506.3.peg.2200|COB47_2060	"fig|632292.3.peg.2539|Calhy_2421,fig|632292.3.peg.396|Calhy_0361"	"fig|632335.8.peg.2295|Calkr_2121,fig|632335.8.peg.775|Calkr_0682"	-	"fig|632516.3.peg.2250|CallaDRAFT_2166,fig|632516.3.peg.2396|CallaDRAFT_2300"	-
TAG3339	31899.1	-	-	-	-	fig|31899.10.peg.2573	-	-	-	-	-	-	-
TAG3340	31899.10;608506.3;632292.3;632348.3;632518.3	-	-	-	-	fig|31899.10.peg.2575|SAMN05216182_2340	-	fig|608506.3.peg.1925|COB47_1799	fig|632292.3.peg.789|Calhy_0727	-	fig|632348.3.peg.671|Calkro_0629	-	fig|632518.3.peg.1819|Calow_1713
TAG3341	31899.10;608506.3;632292.3;632348.3;632518.3	-	-	-	-	fig|31899.10.peg.2578|SAMN05216182_2343	-	fig|608506.3.peg.1928|COB47_1802	fig|632292.3.peg.786|Calhy_0724	-	fig|632348.3.peg.668|Calkro_0626	-	fig|632518.3.peg.1822|Calow_1716
TAG3342	31899.1	-	-	-	-	fig|31899.10.peg.2579|SAMN05216182_2344	-	-	-	-	-	-	-
TAG3343	1387557.3;31899.10;351627.8;608506.3;632348.3	-	-	-	fig|1387557.3.peg.140	fig|31899.10.peg.257|SAMN05216182_0158	fig|351627.8.peg.50|Csac_0044	fig|608506.3.peg.2440|COB47_2261	-	-	fig|632348.3.peg.2667|Calkro_2513	-	-
TAG3344	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.258	-	-	-	-	fig|632348.3.peg.2668	-	-
TAG3345	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.2287	fig|1214564.3.peg.946	fig|1387555.3.peg.2230	fig|1387557.3.peg.2436	fig|31899.10.peg.2587|SAMN05216182_2352	fig|351627.8.peg.1521|Csac_1370	fig|608506.3.peg.1937|COB47_1811	fig|632292.3.peg.777|Calhy_0715	fig|632335.8.peg.584|Calkr_0524	fig|632348.3.peg.659|Calkro_0616	fig|632516.3.peg.1063|CallaDRAFT_1006	fig|632518.3.peg.1834|Calow_1726
TAG3346	31899.1	-	-	-	-	fig|31899.10.peg.259	-	-	-	-	-	-	-
TAG3347	31899.1	-	-	-	-	fig|31899.10.peg.25|SAMN05216182_2870	-	-	-	-	-	-	-
TAG3348	31899.1	-	-	-	-	fig|31899.10.peg.26	-	-	-	-	-	-	-
TAG3349	31899.1	-	-	-	-	fig|31899.10.peg.261|SAMN05216182_0161	-	-	-	-	-	-	-
TAG3350	31899.1	-	-	-	-	fig|31899.10.peg.2620	-	-	-	-	-	-	-
TAG3351	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632348.3;632518.3	fig|1121259.3.peg.2454	fig|1214564.3.peg.993	-	fig|1387557.3.peg.2480	fig|31899.10.peg.2621|SAMN05216182_2385	fig|351627.8.peg.1487|Csac_1338	fig|608506.3.peg.1986|COB47_1854	fig|632292.3.peg.734|Calhy_0676	-	fig|632348.3.peg.595|Calkro_0559	-	fig|632518.3.peg.1881|Calow_1768
TAG3352	31899.1	-	-	-	-	fig|31899.10.peg.2622	-	-	-	-	-	-	-
TAG3353	31899.1	-	-	-	-	fig|31899.10.peg.2624	-	-	-	-	-	-	-
TAG3354	1387557.3;31899.10;608506.3;632348.3;632518.3	-	-	-	fig|1387557.3.peg.2482	fig|31899.10.peg.2625|SAMN05216182_2387	-	fig|608506.3.peg.1987|COB47_1855	-	-	fig|632348.3.peg.594|Calkro_0558	-	fig|632518.3.peg.1882|Calow_1769
TAG3355	1387557.3;31899.10;608506.3;632348.3;632518.3	-	-	-	fig|1387557.3.peg.2484	fig|31899.10.peg.2627|SAMN05216182_2389	-	fig|608506.3.peg.1989|COB47_1857	-	-	fig|632348.3.peg.592|Calkro_0556	-	fig|632518.3.peg.1883|Calow_1770
TAG3356	31899.1	-	-	-	-	fig|31899.10.peg.262|SAMN05216182_0162	-	-	-	-	-	-	-
TAG3357	31899.1	-	-	-	-	fig|31899.10.peg.263	-	-	-	-	-	-	-
TAG3358	31899.1	-	-	-	-	fig|31899.10.peg.2631	-	-	-	-	-	-	-
TAG3359	1387557.3;31899.10;608506.3;632348.3;632518.3	-	-	-	fig|1387557.3.peg.2493	fig|31899.10.peg.2632|SAMN05216182_2393	-	fig|608506.3.peg.1990|COB47_1858	-	-	fig|632348.3.peg.583|Calkro_0549	-	fig|632518.3.peg.1885|Calow_1772
TAG3360	1387557.3;31899.10;608506.3;632348.3;632518.3	-	-	-	fig|1387557.3.peg.2494	fig|31899.10.peg.2633|SAMN05216182_2394	-	fig|608506.3.peg.1991|COB47_1859	-	-	fig|632348.3.peg.582|Calkro_0548	-	fig|632518.3.peg.1886|Calow_1773
TAG3361	1387557.3;31899.10;608506.3;632348.3;632518.3	-	-	-	fig|1387557.3.peg.2495	fig|31899.10.peg.2634|SAMN05216182_2395	-	fig|608506.3.peg.1992|COB47_1860	-	-	fig|632348.3.peg.581|Calkro_0547	-	fig|632518.3.peg.1887|Calow_1774
TAG3362	1387557.3;31899.10;608506.3;632348.3;632518.3	-	-	-	fig|1387557.3.peg.2496	fig|31899.10.peg.2635|SAMN05216182_2396	-	fig|608506.3.peg.1993|COB47_1861	-	-	fig|632348.3.peg.580|Calkro_0546	-	fig|632518.3.peg.1888|Calow_1775
TAG3363	31899.1	-	-	-	-	fig|31899.10.peg.2637|SAMN05216182_2398	-	-	-	-	-	-	-
TAG3364	31899.1	-	-	-	-	fig|31899.10.peg.2638|SAMN05216182_2399	-	-	-	-	-	-	-
TAG3365	31899.1	-	-	-	-	fig|31899.10.peg.2639|SAMN05216182_2400	-	-	-	-	-	-	-
TAG3366	1387557.3;31899.10;608506.3;632348.3;632518.3	-	-	-	fig|1387557.3.peg.2502	fig|31899.10.peg.2641|SAMN05216182_2402	-	fig|608506.3.peg.2000	-	-	fig|632348.3.peg.574|Calkro_0541	-	fig|632518.3.peg.1890|Calow_1777
TAG3367	31899.1	-	-	-	-	fig|31899.10.peg.2648	-	-	-	-	-	-	-
TAG3368	31899.1	-	-	-	-	fig|31899.10.peg.264|SAMN05216182_0163	-	-	-	-	-	-	-
TAG3369	31899.1	-	-	-	-	fig|31899.10.peg.265	-	-	-	-	-	-	-
TAG3370	31899.1	-	-	-	-	fig|31899.10.peg.266	-	-	-	-	-	-	-
TAG3371	31899.1	-	-	-	-	fig|31899.10.peg.2661|SAMN05216182_2421	-	-	-	-	-	-	-
TAG3372	1387555.3;1387557.3;31899.10;608506.3	-	-	fig|1387555.3.peg.295	fig|1387557.3.peg.2647	fig|31899.10.peg.2662	-	"fig|608506.3.peg.458,fig|608506.3.peg.575"	-	-	-	-	-
TAG3373	31899.1	-	-	-	-	fig|31899.10.peg.2663	-	-	-	-	-	-	-
TAG3374	31899.1	-	-	-	-	fig|31899.10.peg.2666|SAMN05216182_2425	-	-	-	-	-	-	-
TAG3375	31899.1	-	-	-	-	fig|31899.10.peg.2667	-	-	-	-	-	-	-
TAG3376	31899.1	-	-	-	-	fig|31899.10.peg.2668	-	-	-	-	-	-	-
TAG3377	31899.10;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.2669	-	-	-	fig|632335.8.peg.396	-	fig|632516.3.peg.2203	-
TAG3378	31899.1	-	-	-	-	fig|31899.10.peg.267	-	-	-	-	-	-	-
TAG3379	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1952	fig|1214564.3.peg.121	fig|1387555.3.peg.941	fig|1387557.3.peg.2530	fig|31899.10.peg.2672|SAMN05216182_2430	fig|351627.8.peg.1461|Csac_1313	fig|608506.3.peg.2029|COB47_1898	fig|632292.3.peg.691|Calhy_0638	fig|632335.8.peg.521|Calkr_0463	fig|632348.3.peg.546|Calkro_0515	fig|632516.3.peg.2460|CallaDRAFT_2364	fig|632518.3.peg.1928|Calow_1810
TAG3380	31899.1	-	-	-	-	fig|31899.10.peg.268	-	-	-	-	-	-	-
TAG3381	31899.1	-	-	-	-	fig|31899.10.peg.2682|SAMN05216182_2440	-	-	-	-	-	-	-
TAG3382	31899.1	-	-	-	-	fig|31899.10.peg.269	-	-	-	-	-	-	-
TAG3383	31899.1	-	-	-	-	fig|31899.10.peg.270	-	-	-	-	-	-	-
TAG3384	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1919	fig|1214564.3.peg.159	fig|1387555.3.peg.898	fig|1387557.3.peg.2563	fig|31899.10.peg.2707|SAMN05216182_2465	fig|351627.8.peg.1424|Csac_1278	fig|608506.3.peg.2064|COB47_1933	fig|632292.3.peg.656|Calhy_0604	fig|632335.8.peg.485|Calkr_0427	fig|632348.3.peg.513|Calkro_0483	fig|632516.3.peg.744|CallaDRAFT_0721	fig|632518.3.peg.1961|Calow_1842
TAG3385	31899.1	-	-	-	-	fig|31899.10.peg.271	-	-	-	-	-	-	-
TAG3386	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1910	fig|1214564.3.peg.167	fig|1387555.3.peg.890	fig|1387557.3.peg.2571	fig|31899.10.peg.2715|SAMN05216182_2473	fig|351627.8.peg.1415|Csac_1270	fig|608506.3.peg.2074|COB47_1941	fig|632292.3.peg.648|Calhy_0596	fig|632335.8.peg.477|Calkr_0419	fig|632348.3.peg.505|Calkro_0475	fig|632516.3.peg.735|CallaDRAFT_0712	fig|632518.3.peg.1969|Calow_1850
TAG3387	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1904	fig|1214564.3.peg.172	fig|1387555.3.peg.885	fig|1387557.3.peg.2576	fig|31899.10.peg.2720|SAMN05216182_2478	fig|351627.8.peg.1410|Csac_1265	fig|608506.3.peg.2079|COB47_1946	fig|632292.3.peg.643|Calhy_0591	fig|632335.8.peg.471|Calkr_0414	fig|632348.3.peg.500|Calkro_0470	fig|632516.3.peg.730|CallaDRAFT_0707	fig|632518.3.peg.1974|Calow_1855
TAG3388	31899.1	-	-	-	-	fig|31899.10.peg.2728	-	-	-	-	-	-	-
TAG3389	31899.1	-	-	-	-	fig|31899.10.peg.2729	-	-	-	-	-	-	-
TAG3390	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.1892	fig|1214564.3.peg.184	fig|1387555.3.peg.873	fig|1387557.3.peg.2589	fig|31899.10.peg.2733|SAMN05216182_2490	fig|351627.8.peg.1398|Csac_1253	fig|608506.3.peg.2091|COB47_1958	fig|632292.3.peg.631|Calhy_0579	fig|632335.8.peg.459|Calkr_0402	fig|632348.3.peg.488|Calkro_0458	-	fig|632518.3.peg.1986|Calow_1867
TAG3391	31899.10;632335.8;632348.3;632516.3	-	-	-	-	fig|31899.10.peg.273|SAMN05216182_0165	-	-	-	fig|632335.8.peg.2740|Calkr_2524	fig|632348.3.peg.2636|Calkro_2494	fig|632516.3.peg.818|CallaDRAFT_0783	-
TAG3392	1214564.3;1387557.3;31899.10;351627.8;632292.3;632348.3	-	fig|1214564.3.peg.191	-	fig|1387557.3.peg.2596	fig|31899.10.peg.2740|SAMN05216182_2497	fig|351627.8.peg.1390|Csac_1246	-	fig|632292.3.peg.624|Calhy_0572	-	fig|632348.3.peg.481|Calkro_0451	-	-
TAG3393	31899.1	-	-	-	-	fig|31899.10.peg.2743|SAMN05216182_2500	-	-	-	-	-	-	-
TAG3394	31899.1	-	-	-	-	fig|31899.10.peg.276	-	-	-	-	-	-	-
TAG3395	31899.1	-	-	-	-	fig|31899.10.peg.2761|SAMN05216182_2518	-	-	-	-	-	-	-
TAG3396	31899.1	-	-	-	-	fig|31899.10.peg.2762	-	-	-	-	-	-	-
TAG3397	31899.1	-	-	-	-	fig|31899.10.peg.2763	-	-	-	-	-	-	-
TAG3398	31899.1	-	-	-	-	fig|31899.10.peg.2764|SAMN05216182_2519	-	-	-	-	-	-	-
TAG3399	31899.1	-	-	-	-	fig|31899.10.peg.2765|SAMN05216182_2520	-	-	-	-	-	-	-
TAG3400	31899.1	-	-	-	-	fig|31899.10.peg.277	-	-	-	-	-	-	-
TAG3401	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	fig|1121259.3.peg.1266	fig|1214564.3.peg.2280	fig|1387555.3.peg.757	fig|1387557.3.peg.2624	fig|31899.10.peg.2772|SAMN05216182_2528	fig|351627.8.peg.1301|Csac_1158	fig|608506.3.peg.2125|COB47_1988	fig|632292.3.peg.600|Calhy_0552	fig|632335.8.peg.418|Calkr_0368	fig|632348.3.peg.459|Calkro_0431	fig|632516.3.peg.2179|CallaDRAFT_2098	fig|632518.3.peg.2017|Calow_1896
TAG3402	1387555.3;31899.10;608506.3;632292.3;632348.3;632518.3	-	-	fig|1387555.3.peg.2414	-	fig|31899.10.peg.2774|SAMN05216182_2530	-	fig|608506.3.peg.2127|COB47_1990	fig|632292.3.peg.598|Calhy_0550	-	fig|632348.3.peg.457|Calkro_0429	-	fig|632518.3.peg.2019|Calow_1898
TAG3403	31899.1	-	-	-	-	fig|31899.10.peg.278	-	-	-	-	-	-	-
TAG3404	31899.1	-	-	-	-	fig|31899.10.peg.2784	-	-	-	-	-	-	-
TAG3405	31899.1	-	-	-	-	fig|31899.10.peg.2785	-	-	-	-	-	-	-
TAG3406	31899.10;608506.3	-	-	-	-	fig|31899.10.peg.2786|SAMN05216182_2541	-	fig|608506.3.peg.1304|COB47_1200	-	-	-	-	-
TAG3407	31899.10;608506.3	-	-	-	-	fig|31899.10.peg.2787|SAMN05216182_2542	-	fig|608506.3.peg.1305|COB47_1201	-	-	-	-	-
TAG3408	1387557.3;31899.10	-	-	-	fig|1387557.3.peg.2144	fig|31899.10.peg.2789	-	-	-	-	-	-	-
TAG3409	31899.1	-	-	-	-	fig|31899.10.peg.279	-	-	-	-	-	-	-
TAG3410	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632348.3;632518.3	fig|1121259.3.peg.1254	fig|1214564.3.peg.362	-	fig|1387557.3.peg.2636	fig|31899.10.peg.2791|SAMN05216182_2546	fig|351627.8.peg.829|Csac_0723	fig|608506.3.peg.2140|COB47_2002	fig|632292.3.peg.588|Calhy_0540	-	fig|632348.3.peg.447|Calkro_0419	-	fig|632518.3.peg.2032|Calow_1909
TAG3411	1121259.3;31899.10;608506.3;632348.3;632518.3	fig|1121259.3.peg.1249	-	-	-	fig|31899.10.peg.2796|SAMN05216182_2551	-	fig|608506.3.peg.2145|COB47_2007	-	-	fig|632348.3.peg.442|Calkro_0414	-	fig|632518.3.peg.2037|Calow_1914
TAG3412	1121259.3;31899.10;608506.3;632348.3;632518.3	fig|1121259.3.peg.1248	-	-	-	fig|31899.10.peg.2797|SAMN05216182_2552	-	fig|608506.3.peg.2146|COB47_2008	-	-	fig|632348.3.peg.441|Calkro_0413	-	fig|632518.3.peg.2038|Calow_1915
TAG3413	1121259.3;1387557.3;31899.10;351627.8;608506.3;632348.3;632518.3	"fig|1121259.3.peg.1246,fig|1121259.3.peg.783"	-	-	fig|1387557.3.peg.828	"fig|31899.10.peg.1009|SAMN05216182_0840,fig|31899.10.peg.2799|SAMN05216182_2554"	fig|351627.8.peg.924|Csac_0813	fig|608506.3.peg.2151|COB47_2012	-	-	"fig|632348.3.peg.2172|Calkro_2056,fig|632348.3.peg.439|Calkro_0411"	-	"fig|632518.3.peg.2040|Calow_1917,fig|632518.3.peg.492|Calow_0441"
TAG3414	1121259.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632348.3;632518.3	fig|1121259.3.peg.2481	-	"fig|1387555.3.peg.2069,fig|1387555.3.peg.2562"	fig|1387557.3.peg.2395	"fig|31899.10.peg.1197|SAMN05216182_1007,fig|31899.10.peg.27|SAMN05216182_2871"	fig|351627.8.peg.663|Csac_0574	fig|608506.3.peg.1919|COB47_1793	-	-	fig|632348.3.peg.828|Calkro_0778	-	fig|632518.3.peg.1752|Calow_1653
TAG3415	1121259.3;31899.10;608506.3;632348.3;632518.3	fig|1121259.3.peg.1245	-	-	-	fig|31899.10.peg.2800|SAMN05216182_2555	-	fig|608506.3.peg.2152|COB47_2013	-	-	fig|632348.3.peg.438|Calkro_0410	-	fig|632518.3.peg.2041|Calow_1918
TAG3416	1121259.3;31899.10;608506.3;632348.3;632518.3	fig|1121259.3.peg.1244	-	-	-	fig|31899.10.peg.2801|SAMN05216182_2556	-	fig|608506.3.peg.2153|COB47_2014	-	-	fig|632348.3.peg.437|Calkro_0409	-	fig|632518.3.peg.2042|Calow_1919
TAG3417	1121259.3;31899.10;608506.3;632348.3;632518.3	fig|1121259.3.peg.1242	-	-	-	fig|31899.10.peg.2803|SAMN05216182_2558	-	fig|608506.3.peg.2154|COB47_2015	-	-	fig|632348.3.peg.435|Calkro_0407	-	fig|632518.3.peg.2044|Calow_1921
TAG3418	1121259.3;31899.10;608506.3;632348.3	fig|1121259.3.peg.1233	-	-	-	fig|31899.10.peg.2811|SAMN05216182_2566	-	fig|608506.3.peg.2162|COB47_2022	-	-	fig|632348.3.peg.426|Calkro_0398	-	-
TAG3419	1121259.3;1214564.3;31899.10;608506.3;632292.3	fig|1121259.3.peg.1230	fig|1214564.3.peg.376	-	-	fig|31899.10.peg.2814|SAMN05216182_2569	-	fig|608506.3.peg.2165|COB47_2025	fig|632292.3.peg.573|Calhy_0526	-	-	-	-
TAG3420	31899.1	-	-	-	-	fig|31899.10.peg.2815|SAMN05216182_2570	-	-	-	-	-	-	-
TAG3421	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2816|SAMN05216182_2571	-	-	-	-	fig|632348.3.peg.424	-	-
TAG3422	31899.10;608506.3;632348.3	-	-	-	-	fig|31899.10.peg.281|SAMN05216182_0171	-	fig|608506.3.peg.2421|COB47_2248	-	-	fig|632348.3.peg.2680|Calkro_2520	-	-
TAG3423	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2821	-	-	-	-	fig|632348.3.peg.419	-	-
TAG3424	31899.10;632348.3	-	-	-	-	fig|31899.10.peg.2822	-	-	-	-	fig|632348.3.peg.418	-	-
TAG3425	31899.1	-	-	-	-	fig|31899.10.peg.2825	-	-	-	-	-	-	-
TAG3426	1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3	-	-	fig|1387555.3.peg.168	fig|1387557.3.peg.2669	fig|31899.10.peg.2828|SAMN05216182_2582	fig|351627.8.peg.1853|Csac_1686	fig|608506.3.peg.2206|COB47_2066	"fig|632292.3.peg.503|Calhy_0459,fig|632292.3.peg.558|Calhy_0511"	-	-	-	-
TAG3427	31899.10;608506.3;632348.3	-	-	-	-	fig|31899.10.peg.282|SAMN05216182_0172	-	fig|608506.3.peg.2422|COB47_2249	-	-	fig|632348.3.peg.2681|Calkro_2521	-	-
TAG3428	31899.1	-	-	-	-	fig|31899.10.peg.2830|SAMN05216182_2584	-	-	-	-	-	-	-
TAG3429	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632348.3;632518.3	fig|1121259.3.peg.1218	fig|1214564.3.peg.2163	-	fig|1387557.3.peg.2672	fig|31899.10.peg.2831|SAMN05216182_2585	fig|351627.8.peg.282|Csac_0242	-	fig|632292.3.peg.535|Calhy_0488	-	fig|632348.3.peg.411|Calkro_0386	-	fig|632518.3.peg.2074|Calow_1948
TAG3430	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632348.3;632518.3	fig|1121259.3.peg.1216	fig|1214564.3.peg.2165	-	fig|1387557.3.peg.2674	fig|31899.10.peg.2833|SAMN05216182_2587	fig|351627.8.peg.280|Csac_0240	-	fig|632292.3.peg.533|Calhy_0486	-	fig|632348.3.peg.409|Calkro_0384	-	fig|632518.3.peg.2076|Calow_1950
TAG3431	31899.1	-	-	-	-	fig|31899.10.peg.2834	-	-	-	-	-	-	-
TAG3432	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632348.3;632518.3	fig|1121259.3.peg.1214	fig|1214564.3.peg.2167	-	fig|1387557.3.peg.2675	fig|31899.10.peg.2835|SAMN05216182_2588	fig|351627.8.peg.279|Csac_0239	-	fig|632292.3.peg.531|Calhy_0485	-	fig|632348.3.peg.408|Calkro_0383	-	fig|632518.3.peg.2079|Calow_1951
TAG3433	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632348.3;632518.3	fig|1121259.3.peg.1213	fig|1214564.3.peg.2168	-	fig|1387557.3.peg.2676	fig|31899.10.peg.2836|SAMN05216182_2589	fig|351627.8.peg.278|Csac_0238	-	fig|632292.3.peg.530|Calhy_0484	-	fig|632348.3.peg.407|Calkro_0382	-	fig|632518.3.peg.2080|Calow_1952
TAG3434	1214564.3;1387557.3;31899.10;351627.8;608506.3;632348.3;632518.3	-	fig|1214564.3.peg.2169	-	fig|1387557.3.peg.2677	fig|31899.10.peg.2837|SAMN05216182_2590	fig|351627.8.peg.277|Csac_0237	fig|608506.3.peg.2178|COB47_2038	-	-	fig|632348.3.peg.406|Calkro_0381	-	fig|632518.3.peg.2081|Calow_1953
TAG3435	1214564.3;1387557.3;31899.10;351627.8;632348.3	-	fig|1214564.3.peg.2170	-	fig|1387557.3.peg.2678	fig|31899.10.peg.2838|SAMN05216182_2591	fig|351627.8.peg.276|Csac_0236	-	-	-	fig|632348.3.peg.405|Calkro_0380	-	-
TAG3436	1214564.3;1387557.3;31899.10;351627.8	-	fig|1214564.3.peg.2171	-	fig|1387557.3.peg.2679	fig|31899.10.peg.2839|SAMN05216182_2592	fig|351627.8.peg.275|Csac_0235	-	-	-	-	-	-
TAG3437	31899.10;608506.3;632348.3	-	-	-	-	fig|31899.10.peg.283|SAMN05216182_0173	-	fig|608506.3.peg.2423|COB47_2250	-	-	fig|632348.3.peg.2682|Calkro_2522	-	-
TAG3438	1214564.3;1387557.3;31899.10;351627.8;632348.3	-	fig|1214564.3.peg.2172	-	fig|1387557.3.peg.2680	fig|31899.10.peg.2840|SAMN05216182_2593	fig|351627.8.peg.274|Csac_0234	-	-	-	fig|632348.3.peg.404|Calkro_0379	-	-
TAG3439	31899.1	-	-	-	-	fig|31899.10.peg.2841	-	-	-	-	-	-	-
TAG3440	31899.1	-	-	-	-	fig|31899.10.peg.2845|SAMN05216182_2598	-	-	-	-	-	-	-
TAG3441	31899.1	-	-	-	-	fig|31899.10.peg.2846|SAMN05216182_2599	-	-	-	-	-	-	-
TAG3442	31899.10;608506.3;632348.3	-	-	-	-	fig|31899.10.peg.284|SAMN05216182_0174	-	fig|608506.3.peg.2424|COB47_2251	-	-	fig|632348.3.peg.2683|Calkro_2523	-	-
TAG3443	31899.1	-	-	-	-	fig|31899.10.peg.2850	-	-	-	-	-	-	-
TAG3444	31899.1	-	-	-	-	fig|31899.10.peg.2854	-	-	-	-	-	-	-
TAG3445	31899.10;632292.3	-	-	-	-	fig|31899.10.peg.2856	-	-	fig|632292.3.peg.513	-	-	-	-
TAG3446	31899.10;632348.3;632518.3	-	-	-	-	fig|31899.10.peg.2861	-	-	-	-	fig|632348.3.peg.371	-	fig|632518.3.peg.2123
TAG3447	1387557.3;31899.10	-	-	-	fig|1387557.3.peg.2723	fig|31899.10.peg.2862	-	-	-	-	-	-	-
TAG3448	31899.1	-	-	-	-	fig|31899.10.peg.2864|SAMN05216182_2613	-	-	-	-	-	-	-
TAG3449	31899.1	-	-	-	-	fig|31899.10.peg.2865|SAMN05216182_2614	-	-	-	-	-	-	-
TAG3450	31899.1	-	-	-	-	fig|31899.10.peg.286|SAMN05216182_0176	-	-	-	-	-	-	-
TAG3451	31899.1	-	-	-	-	fig|31899.10.peg.2872	-	-	-	-	-	-	-
TAG3452	31899.1	-	-	-	-	fig|31899.10.peg.2873	-	-	-	-	-	-	-
TAG3453	31899.1	-	-	-	-	fig|31899.10.peg.2877|SAMN05216182_2625	-	-	-	-	-	-	-
TAG3454	31899.10;632292.3	-	-	-	-	fig|31899.10.peg.2880	-	-	fig|632292.3.peg.490	-	-	-	-
TAG3455	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	fig|1121259.3.peg.1172	fig|1214564.3.peg.2457	-	fig|1387557.3.peg.2741	fig|31899.10.peg.2882|SAMN05216182_2629	fig|351627.8.peg.2688|Csac_2492	fig|608506.3.peg.2226|COB47_2080	fig|632292.3.peg.488|Calhy_0446	fig|632335.8.peg.2524|Calkr_2331	fig|632348.3.peg.348|Calkro_0322	-	fig|632518.3.peg.2150|Calow_2010
TAG3456	31899.1	-	-	-	-	fig|31899.10.peg.2885|SAMN05216182_2632	-	-	-	-	-	-	-
TAG3457	31899.1	-	-	-	-	fig|31899.10.peg.2886|SAMN05216182_2633	-	-	-	-	-	-	-
TAG3458	31899.1	-	-	-	-	fig|31899.10.peg.2887|SAMN05216182_2634	-	-	-	-	-	-	-
TAG3459	31899.1	-	-	-	-	fig|31899.10.peg.2888|SAMN05216182_2635	-	-	-	-	-	-	-
TAG3460	31899.10;632335.8;632516.3	-	-	-	-	fig|31899.10.peg.2889	-	-	-	fig|632335.8.peg.2529|Calkr_2336	-	fig|632516.3.peg.2437|CallaDRAFT_2340	-
TAG3461	1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632348.3	-	fig|1214564.3.peg.858	-	fig|1387557.3.peg.2748	fig|31899.10.peg.2893|SAMN05216182_2639	fig|351627.8.peg.723|Csac_0626	fig|608506.3.peg.2243|COB47_2092	fig|632292.3.peg.232|Calhy_0208	-	fig|632348.3.peg.249|Calkro_0235	-	-
