fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780	Athe_2535
fig|31899.10.peg.2019|SAMN05216182_1808	WP_015907974.1	ATHE_RS07625	Athe_1524
fig|31899.10.peg.2020|SAMN05216182_1809	WP_015907975.1	ATHE_RS07630	Athe_1525
fig|31899.10.peg.2021|SAMN05216182_1810	WP_015907976.1	ATHE_RS07635	Athe_1526
fig|31899.10.peg.2022|SAMN05216182_1811	WP_015907977.1	ATHE_RS07640	Athe_1527
fig|31899.10.peg.2023|SAMN05216182_1812	WP_015907978.1	ATHE_RS07645	Athe_1528
fig|31899.10.peg.2024|SAMN05216182_1813	WP_015907979.1	ATHE_RS07650	Athe_1529
fig|31899.10.peg.2025|SAMN05216182_1814	WP_015907980.1	ATHE_RS07655	Athe_1530
fig|31899.10.peg.2026|SAMN05216182_1815	WP_013430156.1	ATHE_RS07660	Athe_1531
fig|31899.10.peg.2027|SAMN05216182_1816	WP_013430155.1	ATHE_RS07665	Athe_1532
fig|31899.10.peg.2028|SAMN05216182_1817	WP_013430154.1	ATHE_RS07670	Athe_1533
fig|31899.10.peg.2029|SAMN05216182_1818	WP_013290321.1	ATHE_RS07675	Athe_1534
fig|31899.10.peg.2030|SAMN05216182_1821	WP_013290320.1	ATHE_RS07690	Athe_1535
fig|31899.10.peg.2031|SAMN05216182_1822	WP_015907981.1	ATHE_RS07695	Athe_1536
fig|31899.10.peg.2032|SAMN05216182_1823	WP_015907982.1	ATHE_RS07700	Athe_1537
fig|31899.10.peg.2033|SAMN05216182_1824	WP_015907983.1	ATHE_RS07705	Athe_1538
fig|31899.10.peg.2034|SAMN05216182_1826	WP_015907984.1	ATHE_RS07715	Athe_1539
fig|31899.10.peg.2035|SAMN05216182_1827	WP_015907985.1	ATHE_RS07720	Athe_1540
fig|31899.10.peg.2036|SAMN05216182_1828	WP_015907986.1	ATHE_RS07725	Athe_1541
fig|31899.10.peg.2037|SAMN05216182_1829	WP_015907987.1	ATHE_RS07730	Athe_1542
fig|31899.10.peg.2038|SAMN05216182_1830	WP_015907988.1	ATHE_RS07735	Athe_1543
fig|31899.10.peg.2039|SAMN05216182_1831	WP_015907989.1	ATHE_RS07740	Athe_1544
fig|31899.10.peg.2040|SAMN05216182_1832	WP_079504017.1	ATHE_RS07745	Athe_1545
fig|31899.10.peg.2041|SAMN05216182_1833	WP_015907991.1	ATHE_RS07750	Athe_1546
fig|31899.10.peg.2042|SAMN05216182_1834	WP_015907992.1	ATHE_RS07755	Athe_1547
fig|31899.10.peg.2043|SAMN05216182_1835	WP_015907993.1	ATHE_RS07760	Athe_1548
fig|31899.10.peg.2044|SAMN05216182_1836	WP_015907994.1	ATHE_RS07765	Athe_1549
fig|31899.10.peg.2045|SAMN05216182_1837	WP_015907995.1	ATHE_RS07770	Athe_1550
fig|31899.10.peg.2046|SAMN05216182_1838	WP_015907996.1	ATHE_RS07775	Athe_1551
fig|31899.10.peg.2047|SAMN05216182_1839	WP_015907997.1	ATHE_RS07780	Athe_1552
fig|31899.10.peg.2048|SAMN05216182_1840	WP_013430136.1	ATHE_RS07785	Athe_1553
fig|31899.10.peg.2049|SAMN05216182_1841	WP_015907998.1	ATHE_RS07790	Athe_1554
fig|31899.10.peg.2050|SAMN05216182_1842	WP_015907999.1	ATHE_RS07795	Athe_1555
fig|31899.10.peg.2051|SAMN05216182_1843	WP_015908000.1	ATHE_RS07800	Athe_1556
fig|31899.10.peg.2052|SAMN05216182_1844	WP_015908001.1	ATHE_RS07805	Athe_1557
fig|31899.10.peg.2054|SAMN05216182_1847	WP_015908003.1	ATHE_RS07820	Athe_1559
fig|31899.10.peg.2055|SAMN05216182_1848	WP_015908004.1	ATHE_RS07825	Athe_1560
fig|31899.10.peg.2056|SAMN05216182_1849	WP_015908005.1	ATHE_RS07830	Athe_1561
fig|31899.10.peg.2057|SAMN05216182_1850	WP_013430127.1	ATHE_RS07835	Athe_1562
fig|31899.10.peg.2058|SAMN05216182_1851	WP_015908006.1	ATHE_RS07840	Athe_1563
fig|31899.10.peg.2059|SAMN05216182_1852	WP_013403073.1	ATHE_RS07845	Athe_1564
fig|31899.10.peg.2061|SAMN05216182_1853	WP_015908007.1	ATHE_RS07850	Athe_1565
fig|31899.10.peg.2065|SAMN05216182_1857	WP_015908010.1	ATHE_RS07865	Athe_1568
fig|31899.10.peg.2066|SAMN05216182_1858	WP_015908011.1	ATHE_RS07870	Athe_1569
fig|31899.10.peg.2075|SAMN05216182_1862	WP_015908013.1	ATHE_RS07890	Athe_1573
fig|31899.10.peg.2076|SAMN05216182_1863	WP_015908014.1	ATHE_RS07895	Athe_1574
fig|31899.10.peg.2077|SAMN05216182_1864	WP_015908015.1	ATHE_RS07900	Athe_1575
fig|31899.10.peg.2078|SAMN05216182_1865	WP_015908016.1	ATHE_RS07905	Athe_1576
fig|31899.10.peg.2079|SAMN05216182_1866	WP_015908017.1	ATHE_RS07910	Athe_1577
fig|31899.10.peg.2080|SAMN05216182_1867	WP_015908018.1	ATHE_RS07915	Athe_1578
fig|31899.10.peg.2081|SAMN05216182_1868	WP_015908019.1	ATHE_RS07920	Athe_1579
fig|31899.10.peg.2085|SAMN05216182_1871	WP_015908022.1	ATHE_RS07930	Athe_1582
fig|31899.10.peg.2086|SAMN05216182_1872	WP_015908023.1	ATHE_RS07935	Athe_1583
fig|31899.10.peg.2087|SAMN05216182_1873	WP_015908024.1	ATHE_RS07940	Athe_1584
fig|31899.10.peg.2088|SAMN05216182_1874	WP_015908025.1	ATHE_RS07945	Athe_1585
fig|31899.10.peg.2090|SAMN05216182_1875	WP_015908026.1	ATHE_RS07950	Athe_1586
fig|31899.10.peg.2093	WP_041727154.1	ATHE_RS07965	NA
fig|31899.10.peg.2095|SAMN05216182_1879	WP_015908029.1	ATHE_RS07970	Athe_1590
fig|31899.10.peg.2096|SAMN05216182_1880	WP_015908030.1	ATHE_RS07975	Athe_1591
fig|31899.10.peg.2097|SAMN05216182_1881	WP_015908031.1	ATHE_RS07980	Athe_1592
fig|31899.10.peg.2103	WP_015908033.1	ATHE_RS07995	Athe_1595
fig|31899.10.peg.2104|SAMN05216182_1885	WP_015908034.1	ATHE_RS08000	Athe_1596
fig|31899.10.peg.2106|SAMN05216182_1887	WP_015908036.1	ATHE_RS08005	Athe_1598
fig|31899.10.peg.2107|SAMN05216182_1888	WP_015908037.1	ATHE_RS08010	Athe_1599
fig|31899.10.peg.2108|SAMN05216182_1889	WP_015908038.1	ATHE_RS08015	Athe_1600
fig|31899.10.peg.2109|SAMN05216182_1890	WP_015908039.1	ATHE_RS08020	Athe_1601
fig|31899.10.peg.2110|SAMN05216182_1891	WP_015908040.1	ATHE_RS08025	Athe_1602
fig|31899.10.peg.2111|SAMN05216182_1892	WP_013403048.1	ATHE_RS08030	Athe_1603
fig|31899.10.peg.2112|SAMN05216182_1893	WP_013403047.1	ATHE_RS08035	Athe_1604
fig|31899.10.peg.2113|SAMN05216182_1894	WP_015908041.1	ATHE_RS08040	Athe_1605
fig|31899.10.peg.2114|SAMN05216182_1895	WP_013403045.1	ATHE_RS08045	Athe_1606
fig|31899.10.peg.2115|SAMN05216182_1896	WP_013403044.1	ATHE_RS08050	Athe_1607
fig|31899.10.peg.2116|SAMN05216182_1897	WP_015908042.1	ATHE_RS08055	Athe_1608
fig|31899.10.peg.2117|SAMN05216182_1898	WP_015908043.1	ATHE_RS08060	Athe_1609
fig|31899.10.peg.2118|SAMN05216182_1899	WP_015908044.1	ATHE_RS08065	Athe_1610
fig|31899.10.peg.2119|SAMN05216182_1900	WP_015908045.1	ATHE_RS08070	Athe_1611
fig|31899.10.peg.2121|SAMN05216182_1902	WP_015908047.1	ATHE_RS08080	Athe_1613
fig|31899.10.peg.2122|SAMN05216182_1903	WP_013430092.1	ATHE_RS08085	Athe_1614
fig|31899.10.peg.2123|SAMN05216182_1904	WP_015908048.1	ATHE_RS08090	Athe_1615
fig|31899.10.peg.2124|SAMN05216182_1905	WP_015908049.1	ATHE_RS08095	Athe_1616
fig|31899.10.peg.2125|SAMN05216182_1906	WP_015908050.1	ATHE_RS08100	Athe_1617
fig|31899.10.peg.2126|SAMN05216182_1907	WP_015908051.1	ATHE_RS08105	Athe_1618
fig|31899.10.peg.2127|SAMN05216182_1908	WP_015908052.1	ATHE_RS08110	Athe_1619
fig|31899.10.peg.2128|SAMN05216182_1909	WP_015908053.1	ATHE_RS08115	Athe_1620
fig|31899.10.peg.2130|SAMN05216182_1911	WP_015908054.1	ATHE_RS08120	Athe_1622
fig|31899.10.peg.2131|SAMN05216182_1912	WP_015908055.1	ATHE_RS08125	Athe_1623
fig|31899.10.peg.2132|SAMN05216182_1913	WP_013290262.1	ATHE_RS08130	Athe_1624
fig|31899.10.peg.2133|SAMN05216182_1914	WP_013430081.1	ATHE_RS08135	Athe_1625
fig|31899.10.peg.2134|SAMN05216182_1915	WP_015908056.1	ATHE_RS08140	Athe_1626
fig|31899.10.peg.2135|SAMN05216182_1916	WP_015908057.1	ATHE_RS08145	Athe_1627
fig|31899.10.peg.2136|SAMN05216182_1917	WP_013430078.1	ATHE_RS08150	Athe_1628
fig|31899.10.peg.2137|SAMN05216182_1918	WP_013403025.1	ATHE_RS08155	Athe_1629
fig|31899.10.peg.2139|SAMN05216182_1920	WP_013430076.1	ATHE_RS08165	Athe_1631
fig|31899.10.peg.2140|SAMN05216182_1921	WP_015908059.1	ATHE_RS08170	Athe_1632
fig|31899.10.peg.2143|SAMN05216182_1923	WP_015908061.1	ATHE_RS08175	Athe_1634
fig|31899.10.peg.2144|SAMN05216182_1924	WP_015908062.1	ATHE_RS08180	Athe_1635
fig|31899.10.peg.2145|SAMN05216182_1925	WP_015908063.1	ATHE_RS08185	Athe_1636
fig|31899.10.peg.2146|SAMN05216182_1926	WP_041727156.1	ATHE_RS08190	Athe_1637
fig|31899.10.peg.2147|SAMN05216182_1927	WP_015908065.1	ATHE_RS08195	Athe_1638
fig|31899.10.peg.2148|SAMN05216182_1928	WP_015908066.1	ATHE_RS08200	Athe_1639
fig|31899.10.peg.2149|SAMN05216182_1929	WP_015908067.1	ATHE_RS08205	Athe_1640
fig|31899.10.peg.2150|SAMN05216182_1930	WP_015908068.1	ATHE_RS08210	Athe_1641
fig|31899.10.peg.2151|SAMN05216182_1931	WP_015908069.1	ATHE_RS08215	Athe_1642
fig|31899.10.peg.2152|SAMN05216182_1932	WP_015908070.1	ATHE_RS08220	Athe_1643
fig|31899.10.peg.2153|SAMN05216182_1933	WP_015908071.1	ATHE_RS08225	Athe_1644
fig|31899.10.peg.2154|SAMN05216182_1934	WP_015908072.1	ATHE_RS08230	Athe_1645
fig|31899.10.peg.2155|SAMN05216182_1935	WP_015908073.1	ATHE_RS08235	Athe_1646
fig|31899.10.peg.2156|SAMN05216182_1936	WP_015908074.1	ATHE_RS08240	Athe_1647
fig|31899.10.peg.2157|SAMN05216182_1937	WP_015908075.1	ATHE_RS08245	Athe_1648
fig|31899.10.peg.2158|SAMN05216182_1938	WP_015908076.1	ATHE_RS08250	Athe_1649
fig|31899.10.peg.2161|SAMN05216182_1941	WP_015908079.1	ATHE_RS08265	Athe_1652
fig|31899.10.peg.2162|SAMN05216182_1942	WP_015908080.1	ATHE_RS08270	Athe_1653
fig|31899.10.peg.2163|SAMN05216182_1943	WP_015908081.1	ATHE_RS08275	Athe_1654
fig|31899.10.peg.2166|SAMN05216182_1946	WP_015908084.1	ATHE_RS08290	Athe_1657
fig|31899.10.peg.2167|SAMN05216182_1947	WP_015908085.1	ATHE_RS08295	Athe_1658
fig|31899.10.peg.2168|SAMN05216182_1948	WP_015908086.1	ATHE_RS08300	Athe_1659
fig|31899.10.peg.2169|SAMN05216182_1949	WP_015908087.1	ATHE_RS14105	Athe_1660
fig|31899.10.peg.2170|SAMN05216182_1950	WP_015908088.1	ATHE_RS08310	Athe_1661
fig|31899.10.peg.2171|SAMN05216182_1951	WP_015908089.1	ATHE_RS08315	Athe_1662
fig|31899.10.peg.2172|SAMN05216182_1952	WP_049760256.1	ATHE_RS08320	NA
fig|31899.10.peg.2173|SAMN05216182_1953	WP_015908091.1	ATHE_RS08325	Athe_1664
fig|31899.10.peg.2175|SAMN05216182_1955	WP_015908093.1	ATHE_RS08335	Athe_1666
fig|31899.10.peg.2176|SAMN05216182_1956	WP_015908094.1	ATHE_RS08340	Athe_1667
fig|31899.10.peg.2177|SAMN05216182_1957	WP_015908095.1	ATHE_RS08345	Athe_1668
fig|31899.10.peg.2178|SAMN05216182_1958	WP_015908096.1	ATHE_RS08350	Athe_1669
fig|31899.10.peg.2179|SAMN05216182_1959	WP_015908097.1	ATHE_RS08355	Athe_1670
fig|31899.10.peg.2180|SAMN05216182_1960	WP_015908098.1	ATHE_RS08360	Athe_1671
fig|31899.10.peg.2181|SAMN05216182_1961	WP_015908099.1	ATHE_RS08365	Athe_1672
fig|31899.10.peg.2183|SAMN05216182_1963	WP_015908101.1	ATHE_RS08375	Athe_1674
fig|31899.10.peg.2184|SAMN05216182_1964	WP_015908102.1	ATHE_RS08380	Athe_1675
fig|31899.10.peg.2185|SAMN05216182_1965	WP_015908103.1	ATHE_RS08385	Athe_1676
fig|31899.10.peg.2186|SAMN05216182_1966	WP_015908104.1	ATHE_RS08390	Athe_1677
fig|31899.10.peg.2187|SAMN05216182_1967	WP_013430025.1	ATHE_RS08395	Athe_1678
fig|31899.10.peg.2188|SAMN05216182_1968	WP_015908105.1	ATHE_RS08400	Athe_1679
fig|31899.10.peg.2191|SAMN05216182_1971	WP_015908108.1	ATHE_RS08415	Athe_1682
fig|31899.10.peg.2192|SAMN05216182_1973	WP_015906731.1	ATHE_RS13960	Athe_2764
fig|31899.10.peg.2193|SAMN05216182_1974	WP_015908109.1	ATHE_RS08430	Athe_1684
fig|31899.10.peg.2194|SAMN05216182_1976	WP_015908110.1	ATHE_RS08440	Athe_1685
fig|31899.10.peg.2195|SAMN05216182_1977	WP_015908111.1	ATHE_RS08445	Athe_1686
fig|31899.10.peg.2196|SAMN05216182_1978	WP_015908112.1	ATHE_RS08450	Athe_1687
fig|31899.10.peg.2197|SAMN05216182_1979	WP_015908113.1	ATHE_RS08455	Athe_1688
fig|31899.10.peg.2198|SAMN05216182_1980	WP_013290205.1	ATHE_RS08460	Athe_1689
fig|31899.10.peg.2199|SAMN05216182_1981	WP_015908114.1	ATHE_RS08465	Athe_1690
fig|31899.10.peg.2200|SAMN05216182_1982	WP_015908115.1	ATHE_RS08470	Athe_1691
fig|31899.10.peg.2201|SAMN05216182_1983	WP_015908116.1	ATHE_RS08475	Athe_1692
fig|31899.10.peg.2202|SAMN05216182_1984	WP_015908117.1	ATHE_RS08480	Athe_1693
fig|31899.10.peg.2203|SAMN05216182_1985	WP_015908118.1	ATHE_RS08485	Athe_1694
fig|31899.10.peg.2204|SAMN05216182_1986	WP_015908119.1	ATHE_RS08490	Athe_1695
fig|31899.10.peg.2205|SAMN05216182_1987	WP_015908120.1	ATHE_RS08495	Athe_1696
fig|31899.10.peg.2206|SAMN05216182_1988	WP_015908121.1	ATHE_RS08500	Athe_1697
fig|31899.10.peg.2207|SAMN05216182_1989	WP_015908122.1	ATHE_RS08505	Athe_1698
fig|31899.10.peg.2208|SAMN05216182_1990	WP_015908123.1	ATHE_RS08510	Athe_1699
fig|31899.10.peg.2209|SAMN05216182_1991	WP_015908124.1	ATHE_RS08515	Athe_1700
fig|31899.10.peg.2210|SAMN05216182_1992	WP_015908125.1	ATHE_RS08520	Athe_1701
fig|31899.10.peg.2211|SAMN05216182_1993	WP_015908126.1	ATHE_RS08525	Athe_1702
fig|31899.10.peg.2212|SAMN05216182_1994	WP_013430001.1	ATHE_RS08530	Athe_1703
fig|31899.10.peg.2213|SAMN05216182_1995	WP_015908127.1	ATHE_RS08535	Athe_1704
fig|31899.10.peg.2214|SAMN05216182_1996	WP_015908128.1	ATHE_RS08540	Athe_1705
fig|31899.10.peg.2215|SAMN05216182_1997	WP_015908129.1	ATHE_RS08545	Athe_1706
fig|31899.10.peg.2216|SAMN05216182_1998	WP_015908130.1	ATHE_RS08550	Athe_1707
fig|31899.10.peg.2217|SAMN05216182_2004	WP_015908131.1	ATHE_RS08580	Athe_1708
fig|31899.10.peg.2218|SAMN05216182_2005	WP_015908132.1	ATHE_RS08585	Athe_1709
fig|31899.10.peg.2219|SAMN05216182_2006	WP_015908133.1	ATHE_RS08590	Athe_1710
fig|31899.10.peg.2220|SAMN05216182_2007	WP_015908134.1	ATHE_RS08595	Athe_1711
fig|31899.10.peg.2221|SAMN05216182_2008	WP_015908135.1	ATHE_RS08600	Athe_1712
fig|31899.10.peg.2222|SAMN05216182_2009	WP_013402945.1	ATHE_RS08605	Athe_1713
fig|31899.10.peg.2223|SAMN05216182_2010	WP_015908136.1	ATHE_RS08610	Athe_1714
fig|31899.10.peg.2224|SAMN05216182_2011	WP_013429990.1	ATHE_RS08615	Athe_1715
fig|31899.10.peg.2225|SAMN05216182_2014	WP_013402941.1	ATHE_RS08630	Athe_1716
fig|31899.10.peg.2226|SAMN05216182_2015	WP_015908137.1	ATHE_RS08635	Athe_1717
fig|31899.10.peg.2227|SAMN05216182_2016	WP_015908138.1	ATHE_RS08640	Athe_1718
fig|31899.10.peg.2228|SAMN05216182_2017	WP_011917765.1	ATHE_RS08645	Athe_1719
fig|31899.10.peg.2229|SAMN05216182_2018	WP_013290174.1	ATHE_RS08650	Athe_1720
fig|31899.10.peg.2230|SAMN05216182_2019	WP_011917767.1	ATHE_RS08655	Athe_1721
fig|31899.10.peg.2231|SAMN05216182_2020	WP_013290172.1	ATHE_RS08660	Athe_1722
fig|31899.10.peg.2232|SAMN05216182_2021	WP_013412367.1	ATHE_RS08665	Athe_1723
fig|31899.10.peg.2233|SAMN05216182_2022	WP_015908139.1	ATHE_RS08670	Athe_1724
fig|31899.10.peg.2234|SAMN05216182_2023	WP_013429981.1	ATHE_RS08675	Athe_1725
fig|31899.10.peg.2235|SAMN05216182_2024	WP_013429980.1	ATHE_RS08680	Athe_1726
fig|31899.10.peg.2236|SAMN05216182_2025	WP_015908140.1	ATHE_RS08685	Athe_1727
fig|31899.10.peg.2237|SAMN05216182_2026	WP_013402934.1	ATHE_RS08690	Athe_1728
fig|31899.10.peg.2238|SAMN05216182_2027	WP_013429978.1	ATHE_RS08695	Athe_1729
fig|31899.10.peg.2239|SAMN05216182_2028	WP_015908141.1	ATHE_RS08700	Athe_1730
fig|31899.10.peg.2240|SAMN05216182_2029	WP_013429976.1	ATHE_RS08705	Athe_1731
fig|31899.10.peg.2241|SAMN05216182_2030	WP_011917778.1	ATHE_RS08710	Athe_1732
fig|31899.10.peg.2242|SAMN05216182_2031	WP_015908142.1	ATHE_RS08715	Athe_1733
fig|31899.10.peg.2243|SAMN05216182_2032	WP_015908143.1	ATHE_RS08720	Athe_1734
fig|31899.10.peg.2244|SAMN05216182_2033	WP_013290160.1	ATHE_RS08725	Athe_1735
fig|31899.10.peg.2246|SAMN05216182_2035	WP_013429973.1	ATHE_RS08735	Athe_1737
fig|31899.10.peg.2247|SAMN05216182_2036	WP_013402927.1	ATHE_RS08740	Athe_1738
fig|31899.10.peg.2248|SAMN05216182_2037	WP_015908144.1	ATHE_RS08745	Athe_1739
fig|31899.10.peg.2249|SAMN05216182_2038	WP_013290155.1	ATHE_RS08750	Athe_1740
fig|31899.10.peg.2250|SAMN05216182_2039	WP_013290154.1	ATHE_RS08755	Athe_1741
fig|31899.10.peg.2251|SAMN05216182_2040	WP_013402925.1	ATHE_RS08760	Athe_1742
fig|31899.10.peg.2252|SAMN05216182_2041	WP_013402924.1	ATHE_RS08765	Athe_1743
fig|31899.10.peg.2253|SAMN05216182_2042	WP_015908145.1	ATHE_RS08770	Athe_1744
fig|31899.10.peg.2254|SAMN05216182_2043	WP_015908146.1	ATHE_RS08775	Athe_1745
fig|31899.10.peg.2255|SAMN05216182_2044	WP_013290149.1	ATHE_RS08780	Athe_1746
fig|31899.10.peg.2258|SAMN05216182_2046	WP_013429968.1	ATHE_RS08785	Athe_1748
fig|31899.10.peg.2259|SAMN05216182_2047	WP_015908147.1	ATHE_RS08790	Athe_1749
fig|31899.10.peg.2260|SAMN05216182_2048	WP_015908148.1	ATHE_RS08795	Athe_1750
fig|31899.10.peg.2261|SAMN05216182_2049	WP_015908149.1	ATHE_RS08800	Athe_1751
fig|31899.10.peg.2262|SAMN05216182_2050	WP_015908150.1	ATHE_RS08805	Athe_1752
fig|31899.10.peg.2263|SAMN05216182_2051	WP_015908151.1	ATHE_RS08810	Athe_1753
fig|31899.10.peg.2264|SAMN05216182_2052	WP_015908152.1	ATHE_RS08815	Athe_1754
fig|31899.10.peg.2265|SAMN05216182_2053	WP_015908153.1	ATHE_RS08820	Athe_1755
fig|31899.10.peg.2266|SAMN05216182_2054	WP_013290141.1	ATHE_RS08825	Athe_1756
fig|31899.10.peg.2267|SAMN05216182_2055	WP_015908154.1	ATHE_RS08830	Athe_1757
fig|31899.10.peg.2268|SAMN05216182_2056	WP_041727164.1	ATHE_RS08835	NA
fig|31899.10.peg.2269|SAMN05216182_2057	WP_013432999.1	ATHE_RS08840	NA
fig|31899.10.peg.2270|SAMN05216182_2058	WP_013429960.1	ATHE_RS08845	Athe_1759
fig|31899.10.peg.2271|SAMN05216182_2059	WP_015908155.1	ATHE_RS08850	Athe_1760
fig|31899.10.peg.2272|SAMN05216182_2060	WP_015908156.1	ATHE_RS08855	Athe_1761
fig|31899.10.peg.2273|SAMN05216182_2061	WP_015908157.1	ATHE_RS08860	Athe_1762
fig|31899.10.peg.2274|SAMN05216182_2062	WP_015908158.1	ATHE_RS08865	Athe_1763
fig|31899.10.peg.2275|SAMN05216182_2063	WP_015908159.1	ATHE_RS08870	Athe_1764
fig|31899.10.peg.2276|SAMN05216182_2064	WP_015908160.1	ATHE_RS08875	Athe_1765
fig|31899.10.peg.2277|SAMN05216182_2065	WP_015908161.1	ATHE_RS08880	Athe_1766
fig|31899.10.peg.2278|SAMN05216182_2066	WP_015908162.1	ATHE_RS08885	Athe_1767
fig|31899.10.peg.2279|SAMN05216182_2067	WP_015908163.1	ATHE_RS08890	Athe_1768
fig|31899.10.peg.2280|SAMN05216182_2068	WP_015908164.1	ATHE_RS08895	Athe_1769
fig|31899.10.peg.2281|SAMN05216182_2069	WP_015908165.1	ATHE_RS08900	Athe_1770
fig|31899.10.peg.2282|SAMN05216182_2070	WP_015908166.1	ATHE_RS08905	Athe_1771
fig|31899.10.peg.2283|SAMN05216182_2071	WP_015908167.1	ATHE_RS08910	Athe_1772
fig|31899.10.peg.2284|SAMN05216182_2072	WP_015908168.1	ATHE_RS08915	Athe_1773
fig|31899.10.peg.2285|SAMN05216182_2073	WP_041727165.1	ATHE_RS08920	Athe_1774
fig|31899.10.peg.2286|SAMN05216182_2074	WP_015908170.1	ATHE_RS08925	Athe_1775
fig|31899.10.peg.2287|SAMN05216182_2075	WP_041727166.1	ATHE_RS08930	Athe_1776
fig|31899.10.peg.2288|SAMN05216182_2076	WP_015908172.1	ATHE_RS08935	Athe_1777
fig|31899.10.peg.2290|SAMN05216182_2078	WP_015908174.1	ATHE_RS08945	Athe_1779
fig|31899.10.peg.2291|SAMN05216182_2079	WP_015908175.1	ATHE_RS08950	Athe_1780
fig|31899.10.peg.2292|SAMN05216182_2080	WP_015908176.1	ATHE_RS08955	Athe_1781
fig|31899.10.peg.2293|SAMN05216182_2081	WP_015908177.1	ATHE_RS08960	Athe_1782
fig|31899.10.peg.2294|SAMN05216182_2082	WP_015908178.1	ATHE_RS08965	Athe_1783
fig|31899.10.peg.2296|SAMN05216182_2084	WP_015908180.1	ATHE_RS08975	Athe_1785
fig|31899.10.peg.2297|SAMN05216182_2085	WP_013429933.1	ATHE_RS08980	Athe_1786
fig|31899.10.peg.2298|SAMN05216182_2086	WP_015908181.1	ATHE_RS08985	Athe_1787
fig|31899.10.peg.2300|SAMN05216182_2088	WP_015908183.1	ATHE_RS08995	Athe_1789
fig|31899.10.peg.2301|SAMN05216182_2089	WP_015908184.1	ATHE_RS09000	Athe_1790
fig|31899.10.peg.2302|SAMN05216182_2090	WP_013429928.1	ATHE_RS09005	Athe_1791
fig|31899.10.peg.2303|SAMN05216182_2091	WP_015908185.1	ATHE_RS09010	Athe_1792
fig|31899.10.peg.2304|SAMN05216182_2092	WP_013429926.1	ATHE_RS09015	Athe_1793
fig|31899.10.peg.2306|SAMN05216182_2093	WP_015908186.1	ATHE_RS09020	Athe_1794
fig|31899.10.peg.2307|SAMN05216182_2094	WP_041727398.1	ATHE_RS09025	Athe_1795
fig|31899.10.peg.2308|SAMN05216182_2095	WP_013429923.1	ATHE_RS09030	Athe_1796
fig|31899.10.peg.2309|SAMN05216182_2096	WP_015908188.1	ATHE_RS09035	Athe_1797
fig|31899.10.peg.2310|SAMN05216182_2097	WP_015908189.1	ATHE_RS09040	Athe_1798
fig|31899.10.peg.2311|SAMN05216182_2098	WP_015908190.1	ATHE_RS09045	Athe_1799
fig|31899.10.peg.2312|SAMN05216182_2099	WP_015908191.1	ATHE_RS09050	Athe_1800
fig|31899.10.peg.2313|SAMN05216182_2100	WP_015908192.1	ATHE_RS09055	Athe_1801
fig|31899.10.peg.2314|SAMN05216182_2101	WP_015908193.1	ATHE_RS09060	Athe_1802
fig|31899.10.peg.2315|SAMN05216182_2102	WP_015908194.1	ATHE_RS09065	Athe_1803
fig|31899.10.peg.2316|SAMN05216182_2103	WP_015908195.1	ATHE_RS09070	Athe_1804
fig|31899.10.peg.2317|SAMN05216182_2104	WP_015908196.1	ATHE_RS09075	Athe_1805
fig|31899.10.peg.2318|SAMN05216182_2105	WP_015908197.1	ATHE_RS09080	Athe_1806
fig|31899.10.peg.2319|SAMN05216182_2106	WP_015908198.1	ATHE_RS09085	Athe_1807
fig|31899.10.peg.2320|SAMN05216182_2107	WP_015908199.1	ATHE_RS09090	Athe_1808
fig|31899.10.peg.2321|SAMN05216182_2108	WP_015908200.1	ATHE_RS09095	Athe_1809
fig|31899.10.peg.2322|SAMN05216182_2109	WP_015908201.1	ATHE_RS09100	Athe_1810
fig|31899.10.peg.2324|SAMN05216182_2111	WP_015908203.1	ATHE_RS09110	Athe_1812
fig|31899.10.peg.2325|SAMN05216182_2112	WP_013402856.1	ATHE_RS09115	Athe_1813
fig|31899.10.peg.2326|SAMN05216182_2113	WP_015908204.1	ATHE_RS09120	Athe_1814
fig|31899.10.peg.2327|SAMN05216182_2114	WP_015908205.1	ATHE_RS09125	Athe_1815
fig|31899.10.peg.2328|SAMN05216182_2115	WP_015908206.1	ATHE_RS09130	Athe_1816
fig|31899.10.peg.2329|SAMN05216182_2116	WP_015908207.1	ATHE_RS09135	Athe_1817
fig|31899.10.peg.2330|SAMN05216182_2117	WP_015908208.1	ATHE_RS09140	Athe_1818
fig|31899.10.peg.2331|SAMN05216182_2118	WP_015908209.1	ATHE_RS09145	Athe_1819
fig|31899.10.peg.2332|SAMN05216182_2119	WP_015908210.1	ATHE_RS09150	Athe_1820
fig|31899.10.peg.2333|SAMN05216182_2120	WP_015908211.1	ATHE_RS09155	Athe_1821
fig|31899.10.peg.2334|SAMN05216182_2121	WP_015908212.1	ATHE_RS09160	Athe_1822
fig|31899.10.peg.2335|SAMN05216182_2122	WP_015908213.1	ATHE_RS09165	Athe_1823
fig|31899.10.peg.2336|SAMN05216182_2123	WP_015908214.1	ATHE_RS09170	Athe_1824
fig|31899.10.peg.2337|SAMN05216182_2124	WP_015908215.1	ATHE_RS09175	Athe_1825
fig|31899.10.peg.2338|SAMN05216182_2125	WP_015908216.1	ATHE_RS09180	Athe_1826
fig|31899.10.peg.2339|SAMN05216182_2126	WP_015908217.1	ATHE_RS09185	Athe_1827
