fig|31899.10.peg.70|SAMN05216182_0004	WP_015908853.1	ATHE_RS12780
fig|31899.10.peg.2575|SAMN05216182_2340	WP_015908390.1	ATHE_RS10195
fig|31899.10.peg.2576|SAMN05216182_2341	WP_015908391.1	ATHE_RS10200
fig|31899.10.peg.2577|SAMN05216182_2342	WP_015908392.1	ATHE_RS10205
fig|31899.10.peg.2578|SAMN05216182_2343	WP_015908393.1	ATHE_RS10210
fig|31899.10.peg.2581|SAMN05216182_2346	WP_015908396.1	ATHE_RS10225
fig|31899.10.peg.2582|SAMN05216182_2347	WP_015908397.1	ATHE_RS10230
fig|31899.10.peg.2583|SAMN05216182_2348	WP_015908398.1	ATHE_RS10235
fig|31899.10.peg.2584|SAMN05216182_2349	WP_015908399.1	ATHE_RS10240
fig|31899.10.peg.2585|SAMN05216182_2350	WP_015908400.1	ATHE_RS10245
fig|31899.10.peg.2586|SAMN05216182_2351	WP_015908401.1	ATHE_RS10250
fig|31899.10.peg.2587|SAMN05216182_2352	WP_013429659.1	ATHE_RS10255
fig|31899.10.peg.2589|SAMN05216182_2354	WP_015908402.1	ATHE_RS10265
fig|31899.10.peg.2590|SAMN05216182_2355	WP_015908403.1	ATHE_RS10270
fig|31899.10.peg.2591|SAMN05216182_2356	WP_013429655.1	ATHE_RS10275
fig|31899.10.peg.2592|SAMN05216182_2357	WP_015908404.1	ATHE_RS10280
fig|31899.10.peg.2593|SAMN05216182_2358	WP_013429653.1	ATHE_RS10285
fig|31899.10.peg.2594|SAMN05216182_2359	WP_015908405.1	ATHE_RS10290
fig|31899.10.peg.2595|SAMN05216182_2360	WP_015908406.1	ATHE_RS10295
fig|31899.10.peg.2596|SAMN05216182_2361	WP_015908407.1	ATHE_RS10300
fig|31899.10.peg.2597|SAMN05216182_2362	WP_013429649.1	ATHE_RS10305
fig|31899.10.peg.2598|SAMN05216182_2363	WP_015908408.1	ATHE_RS10310
fig|31899.10.peg.2599|SAMN05216182_2364	WP_015908409.1	ATHE_RS10315
fig|31899.10.peg.2600|SAMN05216182_2365	WP_015908410.1	ATHE_RS10320
fig|31899.10.peg.2601|SAMN05216182_2366	WP_015908411.1	ATHE_RS10325
fig|31899.10.peg.2602|SAMN05216182_2367	WP_015908412.1	ATHE_RS10330
fig|31899.10.peg.2603|SAMN05216182_2368	WP_015908413.1	ATHE_RS10335
fig|31899.10.peg.2604|SAMN05216182_2369	WP_015908414.1	ATHE_RS10340
fig|31899.10.peg.2605|SAMN05216182_2370	WP_015908415.1	ATHE_RS10345
fig|31899.10.peg.2606|SAMN05216182_2371	WP_015908416.1	ATHE_RS10350
fig|31899.10.peg.2607|SAMN05216182_2372	WP_015908417.1	ATHE_RS10355
fig|31899.10.peg.2608|SAMN05216182_2373	WP_015908418.1	ATHE_RS10360
fig|31899.10.peg.2609|SAMN05216182_2374	WP_013429637.1	ATHE_RS14340
fig|31899.10.peg.2610|SAMN05216182_2375	WP_015908419.1	ATHE_RS10365
fig|31899.10.peg.2611|SAMN05216182_2376	WP_015908420.1	ATHE_RS10370
fig|31899.10.peg.2612|SAMN05216182_2377	WP_015908421.1	ATHE_RS10375
fig|31899.10.peg.2613|SAMN05216182_2378	WP_015908422.1	ATHE_RS10380
fig|31899.10.peg.2614|SAMN05216182_2379	WP_015908423.1	ATHE_RS10385
fig|31899.10.peg.2616|SAMN05216182_2381	WP_013291114.1	ATHE_RS10395
fig|31899.10.peg.2617|SAMN05216182_2382	WP_015908425.1	ATHE_RS10400
fig|31899.10.peg.2618|SAMN05216182_2383	WP_015908426.1	ATHE_RS10405
fig|31899.10.peg.2619|SAMN05216182_2384	WP_015908427.1	ATHE_RS10410
fig|31899.10.peg.2621|SAMN05216182_2385	WP_015908428.1	ATHE_RS10415
fig|31899.10.peg.2623|SAMN05216182_2386	WP_015908429.1	ATHE_RS10420
fig|31899.10.peg.2625|SAMN05216182_2387	WP_015908430.1	ATHE_RS10425
fig|31899.10.peg.2627|SAMN05216182_2389	WP_015908432.1	ATHE_RS10435
fig|31899.10.peg.2629|SAMN05216182_2391	WP_013429600.1	ATHE_RS10445
fig|31899.10.peg.2630|SAMN05216182_2392	WP_015908434.1	ATHE_RS10450
fig|31899.10.peg.2633|SAMN05216182_2394	WP_015908436.1	ATHE_RS10460
fig|31899.10.peg.2634|SAMN05216182_2395	WP_015908437.1	ATHE_RS10465
fig|31899.10.peg.2635|SAMN05216182_2396	WP_015908438.1	ATHE_RS10470
fig|31899.10.peg.2637|SAMN05216182_2398	WP_013429593.1	ATHE_RS11550
fig|31899.10.peg.2638|SAMN05216182_2399	WP_015906876.1	ATHE_RS11545
fig|31899.10.peg.2640|SAMN05216182_2401	WP_015908441.1	ATHE_RS10495
fig|31899.10.peg.2641|SAMN05216182_2402	WP_015908442.1	ATHE_RS10500
fig|31899.10.peg.2642|SAMN05216182_2403	WP_015908443.1	ATHE_RS10505
fig|31899.10.peg.2643|SAMN05216182_2404	WP_015908444.1	ATHE_RS10510
fig|31899.10.peg.2644|SAMN05216182_2405	WP_015908445.1	ATHE_RS10515
fig|31899.10.peg.2645|SAMN05216182_2406	WP_015908446.1	ATHE_RS10520
fig|31899.10.peg.2646|SAMN05216182_2407	WP_013412642.1	ATHE_RS10525
fig|31899.10.peg.2647|SAMN05216182_2408	WP_015908447.1	ATHE_RS10530
fig|31899.10.peg.2650|SAMN05216182_2410	WP_015908448.1	ATHE_RS10540
fig|31899.10.peg.2651|SAMN05216182_2411	WP_015908449.1	ATHE_RS10545
fig|31899.10.peg.2652|SAMN05216182_2412	WP_015908450.1	ATHE_RS10550
fig|31899.10.peg.2653|SAMN05216182_2413	WP_015908451.1	ATHE_RS10555
fig|31899.10.peg.2655|SAMN05216182_2415	WP_015908453.1	ATHE_RS10565
fig|31899.10.peg.2656|SAMN05216182_2416	WP_015908454.1	ATHE_RS10570
fig|31899.10.peg.2657|SAMN05216182_2417	WP_015908455.1	ATHE_RS10575
fig|31899.10.peg.2658|SAMN05216182_2418	WP_015908456.1	ATHE_RS10580
fig|31899.10.peg.2659|SAMN05216182_2419	WP_015908457.1	ATHE_RS10585
fig|31899.10.peg.2660|SAMN05216182_2420	WP_015908458.1	ATHE_RS10590
fig|31899.10.peg.2661|SAMN05216182_2421	WP_015908459.1	ATHE_RS10595
fig|31899.10.peg.2664|SAMN05216182_2423	WP_015908460.1	ATHE_RS10605
fig|31899.10.peg.2666|SAMN05216182_2425	WP_015908462.1	ATHE_RS10615
fig|31899.10.peg.2669	WP_041727189.1	ATHE_RS10620
fig|31899.10.peg.2670|SAMN05216182_2428	WP_015908463.1	ATHE_RS10625
fig|31899.10.peg.2671|SAMN05216182_2429	WP_015908464.1	ATHE_RS10630
fig|31899.10.peg.2673|SAMN05216182_2431	WP_015908465.1	ATHE_RS10640
fig|31899.10.peg.2674|SAMN05216182_2432	WP_015908466.1	ATHE_RS10645
fig|31899.10.peg.2675|SAMN05216182_2433	WP_015908467.1	ATHE_RS10650
fig|31899.10.peg.2676|SAMN05216182_2434	WP_014043029.1	ATHE_RS10655
fig|31899.10.peg.2677|SAMN05216182_2435	WP_011916845.1	ATHE_RS10660
fig|31899.10.peg.2678|SAMN05216182_2436	WP_015908468.1	ATHE_RS10665
fig|31899.10.peg.2679|SAMN05216182_2437	WP_015908469.1	ATHE_RS10670
fig|31899.10.peg.2680|SAMN05216182_2438	WP_015908470.1	ATHE_RS10675
fig|31899.10.peg.2681|SAMN05216182_2439	WP_015908471.1	ATHE_RS10680
fig|31899.10.peg.2682|SAMN05216182_2440	WP_015908472.1	ATHE_RS10685
fig|31899.10.peg.2683|SAMN05216182_2441	WP_013402574.1	ATHE_RS10690
fig|31899.10.peg.2684|SAMN05216182_2442	WP_015908473.1	ATHE_RS10695
fig|31899.10.peg.2686|SAMN05216182_2444	WP_015908475.1	ATHE_RS10705
fig|31899.10.peg.2687|SAMN05216182_2445	WP_015908476.1	ATHE_RS10710
fig|31899.10.peg.2688|SAMN05216182_2446	WP_015908477.1	ATHE_RS10715
fig|31899.10.peg.2689|SAMN05216182_2447	WP_015908478.1	ATHE_RS10720
fig|31899.10.peg.2690|SAMN05216182_2448	WP_015908479.1	ATHE_RS10725
fig|31899.10.peg.2691|SAMN05216182_2449	WP_015908480.1	ATHE_RS10730
fig|31899.10.peg.2692|SAMN05216182_2450	WP_013402565.1	ATHE_RS10735
fig|31899.10.peg.2693|SAMN05216182_2451	WP_011916829.1	ATHE_RS10740
fig|31899.10.peg.2694|SAMN05216182_2452	WP_015908481.1	ATHE_RS10745
fig|31899.10.peg.2695|SAMN05216182_2453	WP_015908482.1	ATHE_RS10750
fig|31899.10.peg.2696|SAMN05216182_2454	WP_015908483.1	ATHE_RS10755
fig|31899.10.peg.2697|SAMN05216182_2455	WP_015908484.1	ATHE_RS10760
fig|31899.10.peg.2698|SAMN05216182_2456	WP_015908485.1	ATHE_RS10765
fig|31899.10.peg.2699|SAMN05216182_2457	WP_015908486.1	ATHE_RS10770
fig|31899.10.peg.2700|SAMN05216182_2458	WP_015908487.1	ATHE_RS10775
fig|31899.10.peg.2701|SAMN05216182_2459	WP_015908488.1	ATHE_RS10780
fig|31899.10.peg.2702|SAMN05216182_2460	WP_015908489.1	ATHE_RS10785
fig|31899.10.peg.2703|SAMN05216182_2461	WP_015908490.1	ATHE_RS10790
fig|31899.10.peg.2704|SAMN05216182_2462	WP_015908491.1	ATHE_RS10795
fig|31899.10.peg.2705|SAMN05216182_2463	WP_015908492.1	ATHE_RS10800
fig|31899.10.peg.2706|SAMN05216182_2464	WP_015908493.1	ATHE_RS10805
fig|31899.10.peg.2707|SAMN05216182_2465	WP_015908494.1	ATHE_RS10810
fig|31899.10.peg.2708|SAMN05216182_2466	WP_015908495.1	ATHE_RS10815
fig|31899.10.peg.2709|SAMN05216182_2467	WP_015908496.1	ATHE_RS10820
fig|31899.10.peg.2710|SAMN05216182_2468	WP_013429535.1	ATHE_RS10825
fig|31899.10.peg.2711|SAMN05216182_2469	WP_015908497.1	ATHE_RS10830
fig|31899.10.peg.2713|SAMN05216182_2471	WP_015908499.1	ATHE_RS10840
fig|31899.10.peg.2714|SAMN05216182_2472	WP_013291202.1	ATHE_RS10845
fig|31899.10.peg.2715|SAMN05216182_2473	WP_015908500.1	ATHE_RS10850
fig|31899.10.peg.2716|SAMN05216182_2474	WP_015908501.1	ATHE_RS10855
fig|31899.10.peg.2717|SAMN05216182_2475	WP_013429529.1	ATHE_RS10860
fig|31899.10.peg.2718|SAMN05216182_2476	WP_013429528.1	ATHE_RS10865
fig|31899.10.peg.2719|SAMN05216182_2477	WP_015908502.1	ATHE_RS10870
fig|31899.10.peg.2720|SAMN05216182_2478	WP_015908503.1	ATHE_RS10875
fig|31899.10.peg.2721|SAMN05216182_2479	WP_015908504.1	ATHE_RS10880
fig|31899.10.peg.2722|SAMN05216182_2480	WP_015908505.1	ATHE_RS10885
fig|31899.10.peg.2723|SAMN05216182_2481	WP_015908506.1	ATHE_RS10890
fig|31899.10.peg.2724|SAMN05216182_2482	WP_015908507.1	ATHE_RS10895
fig|31899.10.peg.2725|SAMN05216182_2483	WP_015908508.1	ATHE_RS10900
fig|31899.10.peg.2726|SAMN05216182_2484	WP_015908509.1	ATHE_RS10905
fig|31899.10.peg.2727|SAMN05216182_2485	WP_013429519.1	ATHE_RS10910
fig|31899.10.peg.2730|SAMN05216182_2487	WP_015908511.1	ATHE_RS10920
fig|31899.10.peg.2731|SAMN05216182_2488	WP_041727191.1	ATHE_RS10925
fig|31899.10.peg.2732|SAMN05216182_2489	WP_015908513.1	ATHE_RS10930
fig|31899.10.peg.2735|SAMN05216182_2492	WP_015908516.1	ATHE_RS10945
fig|31899.10.peg.2736|SAMN05216182_2493	WP_015908517.1	ATHE_RS10950
fig|31899.10.peg.2737|SAMN05216182_2494	WP_015908518.1	ATHE_RS10955
fig|31899.10.peg.2738|SAMN05216182_2495	WP_015908519.1	ATHE_RS10960
fig|31899.10.peg.2739|SAMN05216182_2496	WP_015908520.1	ATHE_RS10965
fig|31899.10.peg.2740|SAMN05216182_2497	WP_015908521.1	ATHE_RS10970
fig|31899.10.peg.2741|SAMN05216182_2498	WP_015908522.1	ATHE_RS10975
fig|31899.10.peg.2742|SAMN05216182_2499	WP_015908523.1	ATHE_RS10980
fig|31899.10.peg.2743|SAMN05216182_2500	WP_015908524.1	ATHE_RS10985
fig|31899.10.peg.2745|SAMN05216182_2502	WP_015908526.1	ATHE_RS10995
fig|31899.10.peg.2746|SAMN05216182_2503	WP_015908527.1	ATHE_RS11000
fig|31899.10.peg.2747|SAMN05216182_2504	WP_015908528.1	ATHE_RS11005
fig|31899.10.peg.2748|SAMN05216182_2505	WP_015908529.1	ATHE_RS11010
fig|31899.10.peg.2749|SAMN05216182_2506	WP_015908530.1	ATHE_RS11015
fig|31899.10.peg.2750|SAMN05216182_2508	WP_015908531.1	ATHE_RS11025
fig|31899.10.peg.2751|SAMN05216182_2509	WP_015908532.1	ATHE_RS11030
fig|31899.10.peg.2753|SAMN05216182_2512	WP_015908533.1	ATHE_RS11045
fig|31899.10.peg.2754|SAMN05216182_2513	WP_015908534.1	ATHE_RS11050
fig|31899.10.peg.2755|SAMN05216182_2514	WP_015908535.1	ATHE_RS11055
fig|31899.10.peg.2756|SAMN05216182_2515	WP_013291240.1	ATHE_RS11060
fig|31899.10.peg.2758	WP_041727199.1	ATHE_RS11065
fig|31899.10.peg.2761|SAMN05216182_2518	WP_015908537.1	ATHE_RS11075
fig|31899.10.peg.2765|SAMN05216182_2520	WP_015908538.1	ATHE_RS11085
fig|31899.10.peg.2766|SAMN05216182_2521	WP_015908539.1	ATHE_RS11090
fig|31899.10.peg.2767|SAMN05216182_2522	WP_015908540.1	ATHE_RS11095
fig|31899.10.peg.2768|SAMN05216182_2523	WP_015908541.1	ATHE_RS11100
fig|31899.10.peg.2769|SAMN05216182_2524	WP_015908542.1	ATHE_RS11105
fig|31899.10.peg.2770|SAMN05216182_2525	WP_015908543.1	ATHE_RS11110
fig|31899.10.peg.2771|SAMN05216182_2526	WP_015908544.1	ATHE_RS11115
fig|31899.10.peg.2773|SAMN05216182_2529	WP_015908546.1	ATHE_RS11130
fig|31899.10.peg.2774|SAMN05216182_2530	WP_015908547.1	ATHE_RS11135
fig|31899.10.peg.2775|SAMN05216182_2531	WP_015908548.1	ATHE_RS11140
fig|31899.10.peg.2776|SAMN05216182_2532	WP_015908549.1	ATHE_RS11145
fig|31899.10.peg.2777|SAMN05216182_2533	WP_015908550.1	ATHE_RS11150
fig|31899.10.peg.2778|SAMN05216182_2534	WP_015908551.1	ATHE_RS11155
fig|31899.10.peg.2779|SAMN05216182_2535	WP_015908552.1	ATHE_RS11160
fig|31899.10.peg.2780|SAMN05216182_2536	WP_015908553.1	ATHE_RS11165
fig|31899.10.peg.2781|SAMN05216182_2537	WP_015908554.1	ATHE_RS11170
fig|31899.10.peg.2782|SAMN05216182_2538	WP_015908555.1	ATHE_RS11175
fig|31899.10.peg.2786|SAMN05216182_2541	WP_015908557.1	ATHE_RS11195
fig|31899.10.peg.2787|SAMN05216182_2542	WP_015908558.1	ATHE_RS11200
fig|31899.10.peg.2790|SAMN05216182_2545	WP_015908559.1	ATHE_RS11210
fig|31899.10.peg.2791|SAMN05216182_2546	WP_015908560.1	ATHE_RS11215
fig|31899.10.peg.2792|SAMN05216182_2547	WP_015908561.1	ATHE_RS11220
fig|31899.10.peg.2793|SAMN05216182_2548	WP_015908562.1	ATHE_RS11225
fig|31899.10.peg.2794|SAMN05216182_2549	WP_015908563.1	ATHE_RS11230
fig|31899.10.peg.2795|SAMN05216182_2550	WP_015908564.1	ATHE_RS11235
fig|31899.10.peg.2796|SAMN05216182_2551	WP_015908565.1	ATHE_RS11240
fig|31899.10.peg.2797|SAMN05216182_2552	WP_015908566.1	ATHE_RS11245
fig|31899.10.peg.2798|SAMN05216182_2553	WP_013429468.1	ATHE_RS11250
fig|31899.10.peg.2799|SAMN05216182_2554	WP_015908567.1	ATHE_RS11255
fig|31899.10.peg.2800|SAMN05216182_2555	WP_015908568.1	ATHE_RS11260
fig|31899.10.peg.2801|SAMN05216182_2556	WP_015908569.1	ATHE_RS11265
fig|31899.10.peg.2802|SAMN05216182_2557	WP_015908570.1	ATHE_RS11270
fig|31899.10.peg.2803|SAMN05216182_2558	WP_015908571.1	ATHE_RS11275
fig|31899.10.peg.2804|SAMN05216182_2559	WP_015908572.1	ATHE_RS11280
fig|31899.10.peg.2805|SAMN05216182_2560	WP_015908573.1	ATHE_RS11285
fig|31899.10.peg.2806|SAMN05216182_2561	WP_015908574.1	ATHE_RS11290
fig|31899.10.peg.2807|SAMN05216182_2562	WP_015908575.1	ATHE_RS11295
fig|31899.10.peg.2808|SAMN05216182_2563	WP_015908576.1	ATHE_RS11300
fig|31899.10.peg.2809|SAMN05216182_2564	WP_015908577.1	ATHE_RS11305
fig|31899.10.peg.2810|SAMN05216182_2565	WP_015908578.1	ATHE_RS11310
fig|31899.10.peg.2811|SAMN05216182_2566	WP_015908579.1	ATHE_RS11315
fig|31899.10.peg.2812|SAMN05216182_2567	WP_015908580.1	ATHE_RS11320
fig|31899.10.peg.2813|SAMN05216182_2568	WP_015908581.1	ATHE_RS11325
fig|31899.10.peg.2814|SAMN05216182_2569	WP_015908582.1	ATHE_RS11330
fig|31899.10.peg.2817|SAMN05216182_2572	WP_015908584.1	ATHE_RS11340
fig|31899.10.peg.2818|SAMN05216182_2573	WP_015908585.1	ATHE_RS11345
fig|31899.10.peg.2819|SAMN05216182_2574	WP_015908586.1	ATHE_RS11350
fig|31899.10.peg.2820|SAMN05216182_2575	WP_015908587.1	ATHE_RS11355
fig|31899.10.peg.2823|SAMN05216182_2577	WP_015908588.1	ATHE_RS11360
fig|31899.10.peg.2824|SAMN05216182_2578	WP_015908589.1	ATHE_RS11365
fig|31899.10.peg.2827|SAMN05216182_2580	WP_015908592.1	ATHE_RS11380
fig|31899.10.peg.2828|SAMN05216182_2582	WP_015908593.1	ATHE_RS11385
fig|31899.10.peg.2829|SAMN05216182_2583	WP_015908594.1	ATHE_RS11390
fig|31899.10.peg.2830|SAMN05216182_2584	WP_015908595.1	ATHE_RS11395
fig|31899.10.peg.2831|SAMN05216182_2585	WP_015908596.1	ATHE_RS11400
fig|31899.10.peg.2832|SAMN05216182_2586	WP_015908597.1	ATHE_RS11405
fig|31899.10.peg.2833|SAMN05216182_2587	WP_015908598.1	ATHE_RS11410
fig|31899.10.peg.2834	WP_041727205.1	ATHE_RS11415
fig|31899.10.peg.2835|SAMN05216182_2588	WP_013429442.1	ATHE_RS11420
fig|31899.10.peg.2836|SAMN05216182_2589	WP_015908599.1	ATHE_RS11425
fig|31899.10.peg.2837|SAMN05216182_2590	WP_015908600.1	ATHE_RS11430
fig|31899.10.peg.2838|SAMN05216182_2591	WP_015908601.1	ATHE_RS11435
fig|31899.10.peg.2839|SAMN05216182_2592	WP_015908602.1	ATHE_RS11440
fig|31899.10.peg.2840|SAMN05216182_2593	WP_015908603.1	ATHE_RS11445
fig|31899.10.peg.2842|SAMN05216182_2595	WP_015908604.1	ATHE_RS11455
fig|31899.10.peg.2843|SAMN05216182_2596	WP_015908605.1	ATHE_RS11460
fig|31899.10.peg.2844|SAMN05216182_2597	WP_015908606.1	ATHE_RS11465
fig|31899.10.peg.2845|SAMN05216182_2598	WP_015908607.1	ATHE_RS11470
fig|31899.10.peg.2846|SAMN05216182_2599	WP_015908608.1	ATHE_RS11475
fig|31899.10.peg.2847|SAMN05216182_2600	WP_015908609.1	ATHE_RS11480
fig|31899.10.peg.2849|SAMN05216182_2602	WP_015908611.1	ATHE_RS11490
fig|31899.10.peg.2851|SAMN05216182_2603	WP_015908612.1	ATHE_RS11495
fig|31899.10.peg.2852|SAMN05216182_2604	WP_015908613.1	ATHE_RS11500
fig|31899.10.peg.2855|SAMN05216182_2606	WP_015908614.1	ATHE_RS11510
fig|31899.10.peg.2857|SAMN05216182_2607	WP_015908615.1	ATHE_RS11515
fig|31899.10.peg.2858|SAMN05216182_2608	WP_015908616.1	ATHE_RS11520
fig|31899.10.peg.2859|SAMN05216182_2609	WP_015908617.1	ATHE_RS11525
fig|31899.10.peg.2860|SAMN05216182_2610	WP_015908618.1	ATHE_RS11530
fig|31899.10.peg.2863|SAMN05216182_2612	WP_015908620.1	ATHE_RS11540
fig|31899.10.peg.2864|SAMN05216182_2613	WP_015906876.1	ATHE_RS11545
fig|31899.10.peg.2865|SAMN05216182_2614	WP_013429593.1	ATHE_RS11550
fig|31899.10.peg.2867|SAMN05216182_2616	WP_015908622.1	ATHE_RS11560
fig|31899.10.peg.2868|SAMN05216182_2617	WP_015908623.1	ATHE_RS11565
fig|31899.10.peg.2869|SAMN05216182_2618	WP_015908624.1	ATHE_RS11570
fig|31899.10.peg.2870|SAMN05216182_2619	WP_015908625.1	ATHE_RS11575
fig|31899.10.peg.2874|SAMN05216182_2622	WP_015908629.1	ATHE_RS11590
fig|31899.10.peg.2875|SAMN05216182_2623	WP_015908630.1	ATHE_RS11595
fig|31899.10.peg.2876|SAMN05216182_2624	WP_015908631.1	ATHE_RS11600
fig|31899.10.peg.2877|SAMN05216182_2625	WP_015908632.1	ATHE_RS11605
fig|31899.10.peg.2878|SAMN05216182_2626	WP_015908633.1	ATHE_RS11610
fig|31899.10.peg.2879|SAMN05216182_2627	WP_015908634.1	ATHE_RS11615
fig|31899.10.peg.2880	WP_041727211.1	ATHE_RS11620
fig|31899.10.peg.2881|SAMN05216182_2628	WP_015908635.1	ATHE_RS11625
fig|31899.10.peg.2882|SAMN05216182_2629	WP_015908636.1	ATHE_RS11630
fig|31899.10.peg.2883|SAMN05216182_2630	WP_015908637.1	ATHE_RS11635
fig|31899.10.peg.2886|SAMN05216182_2633	WP_041727212.1	ATHE_RS11650
fig|31899.10.peg.2888|SAMN05216182_2635	WP_015908642.1	ATHE_RS11655
fig|31899.10.peg.2890|SAMN05216182_2636	WP_015908643.1	ATHE_RS11665
fig|31899.10.peg.2891|SAMN05216182_2637	WP_015908644.1	ATHE_RS11670
fig|31899.10.peg.2892|SAMN05216182_2638	WP_015908645.1	ATHE_RS11675
fig|31899.10.peg.2893|SAMN05216182_2639	WP_013429304.1	ATHE_RS11680
fig|31899.10.peg.2894|SAMN05216182_2640	WP_013402175.1	ATHE_RS11685
fig|31899.10.peg.2896|SAMN05216182_2642	WP_015908646.1	ATHE_RS11690
fig|31899.10.peg.2898|SAMN05216182_2644	WP_015908648.1	ATHE_RS11700
fig|31899.10.peg.2899|SAMN05216182_2646	WP_015908649.1	ATHE_RS11705
fig|31899.10.peg.2900|SAMN05216182_2647	WP_015908650.1	ATHE_RS11710
fig|31899.10.peg.2901|SAMN05216182_2648	WP_015908651.1	ATHE_RS11715
fig|31899.10.peg.2902|SAMN05216182_2649	WP_015908652.1	ATHE_RS11720
fig|31899.10.peg.2903|SAMN05216182_2650	WP_015908653.1	ATHE_RS11725
fig|31899.10.peg.2904|SAMN05216182_2651	WP_015908654.1	ATHE_RS11730
fig|31899.10.peg.2905|SAMN05216182_2652	WP_015908655.1	ATHE_RS11735
fig|31899.10.peg.2906|SAMN05216182_2653	WP_015908656.1	ATHE_RS11740
fig|31899.10.peg.2907|SAMN05216182_2654	WP_013429291.1	ATHE_RS11745
fig|31899.10.peg.2908|SAMN05216182_2655	WP_015908657.1	ATHE_RS11750
fig|31899.10.peg.2909|SAMN05216182_2656	WP_015908658.1	ATHE_RS11755
fig|31899.10.peg.2910|SAMN05216182_2657	WP_015908659.1	ATHE_RS11760
fig|31899.10.peg.2911|SAMN05216182_2658	WP_015908660.1	ATHE_RS11765
fig|31899.10.peg.2912|SAMN05216182_2659	WP_015908661.1	ATHE_RS11770
fig|31899.10.peg.2913|SAMN05216182_2660	WP_015908662.1	ATHE_RS11775
fig|31899.10.peg.2914|SAMN05216182_2661	WP_015908663.1	ATHE_RS11780
fig|31899.10.peg.2915|SAMN05216182_2662	WP_015908664.1	ATHE_RS11785
fig|31899.10.peg.2916|SAMN05216182_2663	WP_015908665.1	ATHE_RS11790
fig|31899.10.peg.2917|SAMN05216182_2664	WP_015908666.1	ATHE_RS11795
fig|31899.10.peg.2918|SAMN05216182_2665	WP_015908667.1	ATHE_RS11800
fig|31899.10.peg.2919|SAMN05216182_2666	WP_015908668.1	ATHE_RS11805
fig|31899.10.peg.2920|SAMN05216182_2667	WP_015908669.1	ATHE_RS11810
fig|31899.10.peg.2922|SAMN05216182_2669	WP_015908671.1	ATHE_RS11820
fig|31899.10.peg.2923|SAMN05216182_2670	WP_015908672.1	ATHE_RS11825
fig|31899.10.peg.2924|SAMN05216182_2671	WP_015908673.1	ATHE_RS11830
fig|31899.10.peg.2926|SAMN05216182_2673	WP_015908674.1	ATHE_RS11835
fig|31899.10.peg.2927|SAMN05216182_2674	WP_015908675.1	ATHE_RS11840
fig|31899.10.peg.2928|SAMN05216182_2675	WP_015908676.1	ATHE_RS11845
fig|31899.10.peg.2929|SAMN05216182_2676	WP_015908677.1	ATHE_RS11850
fig|31899.10.peg.2930|SAMN05216182_2677	WP_015908678.1	ATHE_RS11855
fig|31899.10.peg.2931|SAMN05216182_2678	WP_015908679.1	ATHE_RS11860
fig|31899.10.peg.2933|SAMN05216182_2680	WP_015908681.1	ATHE_RS11870
fig|31899.10.peg.2934|SAMN05216182_2681	WP_015908682.1	ATHE_RS11875
fig|31899.10.peg.2935|SAMN05216182_2682	WP_015908683.1	ATHE_RS11880
fig|31899.10.peg.2936|SAMN05216182_2683	WP_013402129.1	ATHE_RS11885
fig|31899.10.peg.2937|SAMN05216182_2684	WP_015908684.1	ATHE_RS11890
fig|31899.10.peg.2939|SAMN05216182_2685	WP_015908685.1	ATHE_RS11895
fig|31899.10.peg.2941|SAMN05216182_2686	WP_015908686.1	ATHE_RS11900
fig|31899.10.peg.2942|SAMN05216182_2687	WP_015908687.1	ATHE_RS11905
fig|31899.10.peg.2943|SAMN05216182_2688	WP_015908688.1	ATHE_RS11910
fig|31899.10.peg.2945|SAMN05216182_2689	WP_015908689.1	ATHE_RS11915
fig|31899.10.peg.2946|SAMN05216182_2690	WP_015908690.1	ATHE_RS11920
fig|31899.10.peg.2947|SAMN05216182_2691	WP_015908691.1	ATHE_RS11925
fig|31899.10.peg.2948|SAMN05216182_2692	WP_015908692.1	ATHE_RS11930
fig|31899.10.peg.2950|SAMN05216182_2693	WP_015908693.1	ATHE_RS11935
fig|31899.10.peg.2951|SAMN05216182_2694	WP_015908694.1	ATHE_RS11940
fig|31899.10.peg.2952|SAMN05216182_2695	WP_015908695.1	ATHE_RS11945
fig|31899.10.peg.2953|SAMN05216182_2696	WP_015908696.1	ATHE_RS11950
fig|31899.10.peg.2954|SAMN05216182_2697	WP_015908697.1	ATHE_RS11955
fig|31899.10.peg.2955|SAMN05216182_2698	WP_015908698.1	ATHE_RS11960
fig|31899.10.peg.2956|SAMN05216182_2699	WP_015908699.1	ATHE_RS11965
fig|31899.10.peg.2962|SAMN05216182_2704	WP_015908702.1	ATHE_RS11985
fig|31899.10.peg.2963|SAMN05216182_2705	WP_015908703.1	ATHE_RS11990
fig|31899.10.peg.2964|SAMN05216182_2706	WP_015908704.1	ATHE_RS11995
fig|31899.10.peg.2965|SAMN05216182_2707	WP_015908705.1	ATHE_RS12000
fig|31899.10.peg.2966|SAMN05216182_2708	WP_015908706.1	ATHE_RS12005
fig|31899.10.peg.2967|SAMN05216182_2709	WP_015908707.1	ATHE_RS12010
fig|31899.10.peg.2968|SAMN05216182_2710	WP_015908708.1	ATHE_RS12015
fig|31899.10.peg.2969|SAMN05216182_2711	WP_015908709.1	ATHE_RS12020
fig|31899.10.peg.2970|SAMN05216182_2712	WP_015908710.1	ATHE_RS12025
