Tag	31899.1
TAG28766	fig|31899.10.peg.3013
TAG28825	fig|31899.10.peg.1734
TAG28969	-
TAG28997	-
TAG28998	-
TAG29007	-
TAG29022	-
TAG29024	-
TAG29044	-
TAG29046	fig|31899.10.peg.1806
TAG29049	fig|31899.10.peg.1714
TAG29054	fig|31899.10.peg.1993
TAG29075	-
TAG29107	fig|31899.10.peg.3033
TAG29110	-
TAG29118	-
TAG29136	fig|31899.10.peg.1779
TAG29140	-
TAG29157	-
TAG29194	-
TAG29229	fig|31899.10.peg.1685
TAG29232	fig|31899.10.peg.1797
TAG29301	fig|31899.10.peg.935
TAG29312	-
TAG29325	fig|31899.10.peg.336
TAG29332	-
TAG29349	-
TAG29351	fig|31899.10.peg.1822
TAG29355	fig|31899.10.peg.2679
TAG29356	fig|31899.10.peg.1479
TAG29359	fig|31899.10.peg.1471
TAG29361	fig|31899.10.peg.2206
TAG29368	-
TAG29384	fig|31899.10.peg.1664
TAG29388	fig|31899.10.peg.1673
TAG29411	"fig|31899.10.peg.216,fig|31899.10.peg.512"
TAG29432	-
TAG29433	fig|31899.10.peg.2440
TAG29438	fig|31899.10.peg.1570
TAG29440	fig|31899.10.peg.204
TAG29443	fig|31899.10.peg.1784
TAG29446	-
TAG29451	fig|31899.10.peg.1692
TAG29472	-
TAG29475	fig|31899.10.peg.2741
TAG29481	-
TAG29514	fig|31899.10.peg.772
TAG29527	"fig|31899.10.peg.2053,fig|31899.10.peg.2612,fig|31899.10.peg.631"
TAG29549	fig|31899.10.peg.2826
TAG29551	"fig|31899.10.peg.813,fig|31899.10.peg.818"
TAG29553	-
TAG29554	-
TAG29555	-
TAG29560	"fig|31899.10.peg.2832,fig|31899.10.peg.492"
TAG29565	-
TAG29593	"fig|31899.10.peg.1928,fig|31899.10.peg.2018,fig|31899.10.peg.2934,fig|31899.10.peg.964"
TAG29597	fig|31899.10.peg.678
TAG29602	-
TAG29611	-
TAG29624	"fig|31899.10.peg.146,fig|31899.10.peg.1509,fig|31899.10.peg.403,fig|31899.10.peg.416,fig|31899.10.peg.612"
TAG29630	fig|31899.10.peg.2289
TAG29632	fig|31899.10.peg.1968
TAG29633	fig|31899.10.peg.1969
TAG29635	fig|31899.10.peg.1972
TAG29638	fig|31899.10.peg.1940
TAG29656	-
TAG29661	fig|31899.10.peg.1289
TAG29669	fig|31899.10.peg.1019
TAG29675	fig|31899.10.peg.2062
TAG29685	fig|31899.10.peg.1975
TAG29691	fig|31899.10.peg.1278
TAG29693	fig|31899.10.peg.1083
TAG29696	fig|31899.10.peg.1920
TAG29699	fig|31899.10.peg.1075
TAG29701	fig|31899.10.peg.936
TAG29711	"fig|31899.10.peg.356,fig|31899.10.peg.360"
TAG29715	-
TAG29719	-
TAG29727	fig|31899.10.peg.2337
TAG29731	fig|31899.10.peg.2410
TAG29747	fig|31899.10.peg.1210
TAG29748	fig|31899.10.peg.732
TAG29749	-
TAG29762	fig|31899.10.peg.588
TAG29784	"fig|31899.10.peg.1880,fig|31899.10.peg.954"
TAG29821	-
TAG29841	-
TAG29845	fig|31899.10.peg.1984
TAG29846	fig|31899.10.peg.1790
TAG29856	fig|31899.10.peg.782
TAG29859	fig|31899.10.peg.2594
TAG29860	fig|31899.10.peg.2239
TAG29862	fig|31899.10.peg.2425
TAG29865	fig|31899.10.peg.1905
TAG29867	-
TAG29868	fig|31899.10.peg.1902
TAG29869	fig|31899.10.peg.2266
TAG29919	fig|31899.10.peg.939
TAG29942	fig|31899.10.peg.1577
TAG29944	-
TAG29956	-
TAG29957	fig|31899.10.peg.1400
TAG29959	fig|31899.10.peg.2774
TAG29968	-
TAG29977	-
TAG29982	-
TAG29987	-
TAG30060	-
TAG30070	-
TAG30074	-
TAG30081	-
TAG30083	-
TAG30085	-
TAG30097	-
TAG30101	-
TAG30104	-
TAG30113	-
TAG30124	-
TAG30126	-
TAG30141	-
TAG30170	-
TAG30222	-
TAG30227	fig|31899.10.peg.2892
TAG30228	fig|31899.10.peg.2893
TAG30233	-
TAG30236	-
TAG30239	fig|31899.10.peg.796
TAG30242	-
TAG30243	fig|31899.10.peg.872
TAG30259	-
TAG30265	-
TAG30276	fig|31899.10.peg.86
TAG30282	-
TAG30292	-
TAG30302	-
TAG30312	-
TAG30319	-
TAG30320	fig|31899.10.peg.2963
TAG30321	fig|31899.10.peg.2956
TAG30324	fig|31899.10.peg.888
TAG30336	-
TAG30341	-
TAG30351	-
TAG30357	-
TAG30360	-
TAG30361	"fig|31899.10.peg.1748,fig|31899.10.peg.2344"
TAG30392	fig|31899.10.peg.2156
TAG30435	-
TAG30451	fig|31899.10.peg.2655
TAG30457	-
TAG30475	fig|31899.10.peg.1595
TAG30505	-
TAG30512	-
TAG30541	fig|31899.10.peg.2407
TAG30602	"fig|31899.10.peg.183,fig|31899.10.peg.238,fig|31899.10.peg.2860,fig|31899.10.peg.2863,fig|31899.10.peg.2866,fig|31899.10.peg.2879,fig|31899.10.peg.3068,fig|31899.10.peg.780"
TAG30606	-
TAG30627	fig|31899.10.peg.609
TAG30637	-
TAG30667	fig|31899.10.peg.3122
TAG30693	fig|31899.10.peg.2505
TAG30718	fig|31899.10.peg.1895
TAG30728	fig|31899.10.peg.157
TAG30741	-
TAG30765	fig|31899.10.peg.1567
TAG30783	fig|31899.10.peg.2773
TAG30793	fig|31899.10.peg.1549
TAG30798	-
TAG30799	-
TAG30801	-
TAG30805	-
TAG30810	-
TAG30837	-
TAG30846	-
TAG30847	-
TAG30871	-
TAG30875	-
TAG30882	-
TAG30884	-
TAG30962	fig|31899.10.peg.1705
TAG30968	-
TAG30978	-
TAG31070	-
TAG31082	-
TAG31089	-
TAG31090	-
TAG31107	-
TAG31108	fig|31899.10.peg.2680
TAG31112	-
TAG31130	fig|31899.10.peg.876
TAG31135	-
TAG31136	-
TAG31143	-
TAG31168	-
TAG31188	fig|31899.10.peg.2932
TAG31189	-
TAG31190	-
TAG31231	-
TAG31244	fig|31899.10.peg.2130
TAG31252	fig|31899.10.peg.1070
TAG31277	-
TAG31278	-
TAG31279	-
TAG31301	fig|31899.10.peg.1574
TAG31302	-
TAG31303	fig|31899.10.peg.1566
TAG31304	"fig|31899.10.peg.122,fig|31899.10.peg.2621,fig|31899.10.peg.2766,fig|31899.10.peg.2884,fig|31899.10.peg.754,fig|31899.10.peg.817,fig|31899.10.peg.93,fig|31899.10.peg.999"
TAG31324	-
TAG31328	fig|31899.10.peg.1102
TAG31342	-
TAG31359	-
TAG31376	-
TAG31379	-
TAG31393	-
TAG31406	fig|31899.10.peg.1933
TAG31418	-
TAG31422	-
TAG31512	-
TAG31517	fig|31899.10.peg.96
TAG31522	-
TAG31533	fig|31899.10.peg.634
TAG31534	-
TAG31560	-
TAG31570	fig|31899.10.peg.2627
TAG31573	-
TAG31574	-
TAG31575	fig|31899.10.peg.2635
TAG31580	fig|31899.10.peg.2492
TAG31591	-
TAG31606	fig|31899.10.peg.1945
TAG31619	fig|31899.10.peg.2640
TAG31620	fig|31899.10.peg.2641
